PlayerId,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP/G,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G,Salary,ID,Tm_Id,AllStar
Rasual Butler MIA,2004,Rasual Butler,SF,24,MIA,10,0,58,10,0.477,0.409,0,0,21.8,10.9,7.2,1,0,4.3,19,0,0.1,0.1,0.1,-1.5,-2.2,-3.7,0,9,22,0.409,3,9,0.333,6,13,0.462,0.477,0,0,0,0,11,11,2,1,0,1,12,21,5.8,0.0,1.1,1.1,0.2,0.1,0.0,0.1,1.2,2.1,563679,2446,1610612748,0
Marcus Camby DEN,2004,Marcus Camby,C,29,DEN,5,5,194,17.1,0.515,0.036,0.255,7.6,28,16.9,9.7,1.1,2.8,8.9,15.3,0.4,0.2,0.6,0.137,-1.1,4,2.9,0.2,27,55,0.491,1,2,0.5,26,53,0.491,0.5,8,14,0.571,14,43,57,12,4,7,6,21,63,38.8,2.8,8.6,11.4,2.4,0.8,1.4,1.2,4.2,12.6,7250000,948,1610612743,0
Elden Campbell DET,2004,Elden Campbell,C,35,DET,14,0,124,8.4,0.349,0,0.514,9.3,13.8,11.5,14.4,2.7,6.1,17.3,19.8,-0.2,0.3,0.1,0.037,-3.8,4.2,0.4,0.1,10,35,0.286,0,0,0,10,35,0.286,0.286,10,18,0.556,10,15,25,10,6,9,9,28,30,8.857142857142858,0.7142857142857143,1.0714285714285714,1.7857142857142858,0.7142857142857143,0.42857142857142855,0.6428571428571429,0.6428571428571429,2.0,2.142857142857143,4000000,922,1610612765,0
Sam Cassell MIN,2004,Sam Cassell,PG,34,MIN,16,15,497,19.6,0.579,0.297,0.302,0.7,8.1,4.6,27.4,1.3,0.4,15.8,25.8,1.4,0.1,1.5,0.141,3,-1.4,1.6,0.5,94,202,0.465,25,60,0.417,69,142,0.486,0.527,52,61,0.852,3,37,40,70,12,3,43,53,265,31.0625,0.1875,2.3125,2.5,4.375,0.75,0.1875,2.6875,3.3125,16.5625,5062500,208,1610612750,0
Kelvin Cato HOU,2004,Kelvin Cato,PF,29,HOU,5,5,148,12.5,0.578,0,0.318,11.6,14.8,13.3,2.4,1.8,2,16.6,9.8,0.2,0.2,0.4,0.12,-1.1,4,2.9,0.2,13,22,0.591,0,0,0,13,22,0.591,0.591,3,7,0.429,14,20,34,2,5,4,5,18,29,29.6,2.8,4.0,6.8,0.4,1.0,0.8,1.0,3.6,5.8,7344000,1509,1610612753,0
Doug Christie SAC,2004,Doug Christie,SG,33,SAC,12,12,461,15.9,0.512,0.234,0.34,4.1,12.5,8.5,16.8,2.5,0.8,11.9,17.9,0.8,0.3,1.1,0.117,0.7,2.4,3.1,0.6,56,141,0.397,13,33,0.394,43,108,0.398,0.443,41,48,0.854,17,57,74,47,22,5,22,35,166,38.416666666666664,1.4166666666666667,4.75,6.166666666666667,3.9166666666666665,1.8333333333333333,0.4166666666666667,1.8333333333333333,2.9166666666666665,13.833333333333334,6900000,57,1610612753,0
Jason Collins NJN,2004,Jason Collins,C,25,NJN,11,11,266,5.7,0.444,0,0.421,8.3,10.8,9.6,11.2,0.6,2.9,25,10.6,0,0.3,0.3,0.055,-2.4,2.5,0.1,0.1,14,38,0.368,0,0,0,14,38,0.368,0.368,12,16,0.75,18,26,44,17,3,10,15,49,40,24.181818181818183,1.6363636363636365,2.3636363636363638,4.0,1.5454545454545454,0.2727272727272727,0.9090909090909091,1.3636363636363635,4.454545454545454,3.6363636363636362,1227480,2215,1610612751,0
Brian Cook LAL,2004,Brian Cook,C,23,LAL,13,0,46,4.9,0.378,0,0.133,7.6,22.8,15.2,3.8,1.2,0,15.9,20,-0.1,0,0,-0.045,-8.7,-0.9,-9.6,-0.1,5,15,0.333,0,0,0,5,15,0.333,0.333,2,2,1,3,9,12,1,1,0,3,7,12,3.5384615384615383,0.23076923076923078,0.6923076923076923,0.9230769230769231,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.5384615384615384,0.9230769230769231,903360,2567,1610612747,0
Austin Croshere IND,2004,Austin Croshere,PF,28,IND,13,2,214,13.6,0.49,0.436,0.382,6.9,14.4,10.6,10.2,1,1.1,8.5,15.8,0.4,0.3,0.6,0.146,1.9,-0.4,1.5,0.2,19,55,0.345,8,24,0.333,11,31,0.355,0.418,17,21,0.81,13,27,40,12,4,3,6,17,63,16.46153846153846,1.0,2.076923076923077,3.076923076923077,0.9230769230769231,0.3076923076923077,0.23076923076923078,0.46153846153846156,1.3076923076923077,4.846153846153846,7610000,1506,1610612754,0
Baron Davis NOH,2004,Baron Davis,PG,24,NOH,7,7,260,20.4,0.494,0.43,0.289,2.6,10.1,6.3,42.4,2.3,1.5,12.9,26.6,0.6,0.4,0.9,0.171,6.4,-0.2,6.1,0.5,43,114,0.377,16,49,0.327,27,65,0.415,0.447,25,33,0.758,6,23,29,49,11,5,19,21,127,37.142857142857146,0.8571428571428571,3.2857142857142856,4.142857142857143,7.0,1.5714285714285714,0.7142857142857143,2.7142857142857144,3.0,18.142857142857142,10960000,1884,1610612744,0
Ricky Davis BOS,2004,Ricky Davis,SF,24,BOS,4,0,123,11.1,0.5,0.25,0.4,2.9,8,5.6,24.3,0.9,0,20.3,22.6,0,-0.1,-0.1,-0.053,-4,-0.5,-4.5,-0.1,16,40,0.4,4,10,0.4,12,30,0.4,0.45,11,16,0.688,3,9,12,14,2,0,12,7,47,30.75,0.75,2.25,3.0,3.5,0.5,0.0,3.0,1.75,11.75,5000600,1729,1610612738,0
Vlade Divac SAC,2004,Vlade Divac,C,35,SAC,12,12,235,14.3,0.487,0,0.324,10.3,16,13.2,15.7,0.9,1.5,14.7,18.1,0.3,0.1,0.4,0.091,-1.6,1.5,0,0.1,31,71,0.437,0,0,0,31,71,0.437,0.437,17,23,0.739,22,37,59,22,4,5,14,31,79,19.583333333333332,1.8333333333333333,3.0833333333333335,4.916666666666667,1.8333333333333333,0.3333333333333333,0.4166666666666667,1.1666666666666667,2.5833333333333335,6.583333333333333,12051510,124,1610612747,0
Tim Duncan SAS,2004,Tim Duncan,PF,27,SAS,10,10,405,24.1,0.56,0.006,0.547,9.3,24.6,16.7,16,1.1,4.1,17.6,27.7,1,0.6,1.5,0.183,1.8,3.9,5.7,0.8,83,159,0.522,0,1,0,83,158,0.525,0.522,55,87,0.632,33,80,113,32,8,20,42,34,221,40.5,3.3,8.0,11.3,3.2,0.8,2.0,4.2,3.4,22.1,12676125,1495,1610612759,1
Francisco Elson DEN,2004,Francisco Elson,C,27,DEN,4,0,60,7.9,0.582,0,0.167,1.8,16.8,8.6,5.1,1.8,1.3,18.9,11.7,0,0,0.1,0.057,-4,2.8,-1.3,0,7,12,0.583,0,0,0,7,12,0.583,0.583,1,2,0.5,1,8,9,2,2,1,3,14,15,15.0,0.25,2.0,2.25,0.5,0.5,0.25,0.75,3.5,3.75,366931,1922,1610612743,0
Derek Fisher LAL,2004,Derek Fisher,SG,29,LAL,22,0,507,13.3,0.508,0.372,0.236,2.3,10.6,6.4,17.1,2,0,10.4,17.5,0.7,0.3,1,0.095,0.3,0.7,1,0.4,60,148,0.405,23,55,0.418,37,93,0.398,0.483,23,35,0.657,10,46,56,49,18,0,19,47,166,23.045454545454547,0.45454545454545453,2.090909090909091,2.5454545454545454,2.227272727272727,0.8181818181818182,0.0,0.8636363636363636,2.1363636363636362,7.545454545454546,3000000,965,1610612744,0
Jeff Foster IND,2004,Jeff Foster,C,27,IND,16,13,307,16.4,0.612,0.023,0.233,16.2,22.7,19.4,7,2.4,1.3,21.5,9.5,0.7,0.6,1.3,0.207,2.2,2.9,5.1,0.6,25,43,0.581,0,1,0,25,42,0.595,0.581,8,10,0.8,44,61,105,12,13,5,13,37,58,19.1875,2.75,3.8125,6.5625,0.75,0.8125,0.3125,0.8125,2.3125,3.625,4000000,1902,1610612754,0
Steve Francis HOU,2004,Steve Francis,PG,26,HOU,5,5,222,19.9,0.548,0.243,0.571,3.3,17.7,10.9,33.3,1.7,0.3,19.3,23.7,0.5,0.2,0.7,0.148,2.9,3.1,6,0.4,30,70,0.429,7,17,0.412,23,53,0.434,0.479,29,40,0.725,6,36,42,38,7,1,21,18,96,44.4,1.2,7.2,8.4,7.6,1.4,0.2,4.2,3.6,19.2,10960000,1883,1610612753,0
Dan Gadzuric MIL,2004,Dan Gadzuric,C,25,MIL,1,0,9,24.6,0.45,0,0.25,0,13,6.3,49.1,5.9,0,0,22.8,0,0,0,0.148,2.8,3.9,6.7,0,2,4,0.5,0,0,0,2,4,0.5,0.5,0,1,0,0,1,1,2,1,0,0,1,4,9.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,563679,2429,1610612749,0
Kevin Garnett MIN,2004,Kevin Garnett,PF,27,MIN,18,18,783,25,0.513,0.043,0.336,6,31.3,19.3,24.1,1.6,3.9,14.9,30.3,1.4,1.3,2.7,0.163,0.8,5.5,6.2,1.6,168,372,0.452,5,16,0.313,163,356,0.458,0.458,97,125,0.776,39,224,263,92,24,41,75,57,438,43.5,2.1666666666666665,12.444444444444445,14.61111111111111,5.111111111111111,1.3333333333333333,2.2777777777777777,4.166666666666667,3.1666666666666665,24.333333333333332,28000000,708,1610612750,1
Pau Gasol MEM,2004,Pau Gasol,PF,23,MEM,4,4,134,29.4,0.64,0,0.408,3.6,15.7,9.4,17.3,1.7,3.9,8,23.2,0.7,-0.1,0.6,0.221,2.8,3.9,6.7,0.3,28,49,0.571,0,0,0,28,49,0.571,0.571,18,20,0.9,4,16,20,10,4,6,5,10,74,33.5,1.0,4.0,5.0,2.5,1.0,1.5,1.25,2.5,18.5,3417000,2200,1610612763,0
Manu Ginobili SAS,2004,Manu Ginobili,SG,26,SAS,10,0,280,22.2,0.573,0.372,0.468,6.1,16.9,11.3,20.2,3.3,0.3,15.6,22.5,0.9,0.4,1.3,0.224,4.8,2.7,7.5,0.7,42,94,0.447,10,35,0.286,32,59,0.542,0.5,36,44,0.818,15,38,53,31,17,1,21,30,130,28.0,1.5,3.8,5.3,3.1,1.7,0.1,2.1,3.0,13.0,1457500,1938,1610612759,1
Brian Grant MIA,2004,Brian Grant,C,31,MIA,13,13,399,10.9,0.442,0.01,0.143,12.9,19.3,16.1,4.7,1,1.7,14.7,14.7,0.1,0.5,0.6,0.078,-2.1,1.1,-1,0.1,42,98,0.429,0,1,0,42,97,0.433,0.429,8,14,0.571,45,67,112,10,7,8,18,52,92,30.692307692307693,3.4615384615384617,5.153846153846154,8.615384615384615,0.7692307692307693,0.5384615384615384,0.6153846153846154,1.3846153846153846,4.0,7.076923076923077,12130648,258,1610612747,0
Marcus Haislip MIL,2004,Marcus Haislip,PF,23,MIL,1,0,3,46.2,1,0,0,36.9,0,19,0,0,0,0,15.4,0,0,0,0.379,13.8,-5.7,8.2,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1547280,2409,1610612754,0
Darvin Ham DET,2004,Darvin Ham,SF,30,DET,22,0,108,4.1,0.5,0.063,0,8.5,6.3,7.4,1.6,1.5,3.1,33.3,10.5,-0.1,0.2,0.1,0.026,-3.6,1.2,-2.3,0,8,16,0.5,0,1,0,8,15,0.533,0.5,0,0,0,8,6,14,1,3,4,8,19,16,4.909090909090909,0.36363636363636365,0.2727272727272727,0.6363636363636364,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.36363636363636365,0.8636363636363636,0.7272727272727273,813679,1032,1610612765,0
Richard Hamilton DET,2004,Richard Hamilton,SG,25,DET,23,23,924,19.6,0.53,0.096,0.341,4,9.1,6.6,23.5,1.6,0.1,13.4,27.6,2.3,1.3,3.5,0.182,4.9,-0.9,3.9,1.4,181,405,0.447,15,39,0.385,166,366,0.454,0.465,117,138,0.848,32,74,106,97,27,1,72,72,494,40.17391304347826,1.391304347826087,3.217391304347826,4.608695652173913,4.217391304347826,1.173913043478261,0.043478260869565216,3.130434782608696,3.130434782608696,21.47826086956522,6500000,1888,1610612765,0
Al Harrington IND,2004,Al Harrington,PF,23,IND,16,2,427,13.9,0.463,0.036,0.393,8.7,18.4,13.6,5.6,3,1.7,14.6,21.7,-0.1,0.9,0.8,0.094,-1.4,1.5,0.1,0.2,60,140,0.429,2,5,0.4,58,135,0.43,0.436,30,55,0.545,33,69,102,12,23,9,28,56,152,26.6875,2.0625,4.3125,6.375,0.75,1.4375,0.5625,1.75,3.5,9.5,5692500,1733,1610612737,0
Lucious Harris NJN,2004,Lucious Harris,PG,33,NJN,11,0,182,12.5,0.483,0.245,0.367,6.8,7.3,7.1,10.6,2.1,0.4,8.1,16,0.3,0.2,0.5,0.129,1,-0.1,0.9,0.1,19,49,0.388,3,12,0.25,16,37,0.432,0.418,14,18,0.778,10,12,22,10,7,1,5,16,55,16.545454545454547,0.9090909090909091,1.0909090909090908,2.0,0.9090909090909091,0.6363636363636364,0.09090909090909091,0.45454545454545453,1.4545454545454546,5.0,2500000,446,1610612739,0
Jason Hart SAS,2004,Jason Hart,PG,25,SAS,7,0,62,15.5,0.55,0,0,0,6,2.9,3.1,4.4,0,4.8,15.9,0.1,0.1,0.2,0.137,-0.7,1.7,1,0,11,20,0.55,0,0,0,11,20,0.55,0.55,0,0,0,0,3,3,1,5,0,1,5,22,8.857142857142858,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.0,0.14285714285714285,0.7142857142857143,3.142857142857143,638679,2078,1610612766,0
Udonis Haslem MIA,2004,Udonis Haslem,PF,23,MIA,13,0,199,13,0.504,0,0.939,10.4,15,12.7,2.6,1.4,1.3,6,12,0.4,0.2,0.6,0.154,-1.1,0.1,-1,0.1,13,33,0.394,0,0,0,13,33,0.394,0.394,21,31,0.677,18,26,44,3,5,3,3,22,47,15.307692307692308,1.3846153846153846,2.0,3.3846153846153846,0.23076923076923078,0.38461538461538464,0.23076923076923078,0.23076923076923078,1.6923076923076923,3.6153846153846154,366931,2617,1610612748,0
Trenton Hassell MIN,2004,Trenton Hassell,SG,24,MIN,18,18,472,12.5,0.547,0.017,0.134,5.4,5.3,5.4,10,1.1,1.1,11.3,14.2,0.8,0,0.8,0.085,-0.5,0.9,0.4,0.3,62,119,0.521,1,2,0.5,61,117,0.521,0.525,13,16,0.813,21,23,44,27,10,7,16,42,138,26.22222222222222,1.1666666666666667,1.2777777777777777,2.4444444444444446,1.5,0.5555555555555556,0.3888888888888889,0.8888888888888888,2.3333333333333335,7.666666666666667,638679,2239,1610612750,0
Fred Hoiberg MIN,2004,Fred Hoiberg,SG,31,MIN,18,0,438,13.9,0.618,0.558,0.186,2.5,14.2,8.7,8.6,2,0,7.9,10.9,1,0.2,1.3,0.139,1.5,1.7,3.2,0.6,39,86,0.453,22,48,0.458,17,38,0.447,0.581,15,16,0.938,9,57,66,23,16,0,8,29,115,24.333333333333332,0.5,3.1666666666666665,3.6666666666666665,1.2777777777777777,0.8888888888888888,0.0,0.4444444444444444,1.6111111111111112,6.388888888888889,938679,697,1610612750,0
Robert Horry SAS,2004,Robert Horry,PF,33,SAS,10,0,211,17.3,0.62,0.512,0.326,13.6,22.5,17.8,7.1,2.1,0.8,16.9,13.2,0.6,0.3,0.9,0.204,3.2,2.4,5.6,0.4,20,43,0.465,8,22,0.364,12,21,0.571,0.558,13,14,0.929,25,38,63,9,8,2,10,31,61,21.1,2.5,3.8,6.3,0.9,0.8,0.2,1.0,3.1,6.1,4500000,109,1610612759,0
Ryan Humphrey MEM,2004,Ryan Humphrey,PF,24,MEM,3,0,5,33.6,1,0,0,24,26.3,25.1,0,0,0,0,9.9,0,0,0,0.296,3.5,-4.7,-1.2,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,2,0,0,0,0,0,2,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1143360,2415,1610612763,0
Brandon Hunter BOS,2004,Brandon Hunter,PF,23,BOS,3,0,10,17.9,1,0,0,24,10.9,17.1,20,0,7.3,50,9.4,0,0,0,0.106,0.7,5.3,5.9,0,1,1,1,0,0,0,1,1,1,1,0,0,0,2,1,3,1,0,1,1,2,2,3.3333333333333335,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,366931,2599,1610612753,0
Lindsey Hunter DET,2004,Lindsey Hunter,SG,33,DET,23,0,273,7.7,0.398,0.462,0.185,2.1,11.7,6.9,13.4,3.7,1.2,15.6,14.5,-0.2,0.6,0.4,0.077,-1.2,2,0.7,0.2,19,65,0.292,7,30,0.233,12,35,0.343,0.346,11,12,0.917,5,28,33,21,18,4,13,42,56,11.869565217391305,0.21739130434782608,1.2173913043478262,1.434782608695652,0.9130434782608695,0.782608695652174,0.17391304347826086,0.5652173913043478,1.826086956521739,2.4347826086956523,3000000,283,1610612765,0
Jim Jackson HOU,2004,Jim Jackson,SF,33,HOU,5,5,221,13.1,0.473,0.397,0.164,1.7,24.3,13.6,8.7,1.2,0.3,10.3,19.1,0.1,0.2,0.3,0.061,-1.8,2.4,0.7,0.1,29,73,0.397,8,29,0.276,21,44,0.477,0.452,8,12,0.667,3,49,52,10,5,1,9,9,74,44.2,0.6,9.8,10.4,2.0,1.0,0.2,1.8,1.8,14.8,2200000,754,1610612756,0
Richard Jefferson NJN,2004,Richard Jefferson,SF,23,NJN,11,11,460,16.5,0.53,0.209,0.684,3.7,13.2,8.7,19,1.6,1.3,17.3,25.5,0.6,0.7,1.3,0.132,1.9,0.8,2.6,0.5,66,158,0.418,9,33,0.273,57,125,0.456,0.446,77,108,0.713,14,55,69,42,14,8,43,35,218,41.81818181818182,1.2727272727272727,5.0,6.2727272727272725,3.8181818181818183,1.2727272727272727,0.7272727272727273,3.909090909090909,3.1818181818181817,19.818181818181817,1586280,2210,1610612751,0
Anthony Johnson IND,2004,Anthony Johnson,PG,29,IND,16,0,332,10.9,0.464,0.29,0.319,2.4,9.3,5.8,18.2,2.2,1,12.3,13,0.3,0.5,0.8,0.109,0.4,0.7,1.2,0.3,25,69,0.362,6,20,0.3,19,49,0.388,0.406,17,22,0.773,7,27,34,34,13,4,11,34,73,20.75,0.4375,1.6875,2.125,2.125,0.8125,0.25,0.6875,2.125,4.5625,813679,1533,1610612754,0
Ervin Johnson MIN,2004,Ervin Johnson,C,36,MIN,18,16,356,10.3,0.533,0,0.421,9.2,17.5,13.6,5.6,1.7,2.1,11.8,6.8,0.5,0.3,0.9,0.116,-1.4,3.9,2.5,0.4,19,38,0.5,0,0,0,19,38,0.5,0.5,10,16,0.625,27,57,84,13,11,10,6,56,48,19.77777777777778,1.5,3.1666666666666665,4.666666666666667,0.7222222222222222,0.6111111111111112,0.5555555555555556,0.3333333333333333,3.111111111111111,2.6666666666666665,4418156,911,1610612750,0
Damon Jones MIL,2004,Damon Jones,PG,27,MIL,5,5,144,22,0.682,0.618,0.176,1.5,14.6,7.9,46.7,1.9,0,19.7,14.7,0.6,-0.1,0.5,0.167,3.6,0.6,4.2,0.2,18,34,0.529,10,21,0.476,8,13,0.615,0.676,4,6,0.667,2,18,20,37,5,0,9,14,50,28.8,0.4,3.6,4.0,7.4,1.0,0.0,1.8,2.8,10.0,751179,1800,1610612748,0
Eddie Jones MIA,2004,Eddie Jones,SG,32,MIA,13,13,478,13.8,0.491,0.438,0.327,0.7,10.6,5.6,11.7,2.1,2,9.8,19.4,0.5,0.6,1.1,0.11,1.1,0.9,2,0.5,56,153,0.366,20,67,0.299,36,86,0.419,0.431,40,50,0.8,3,44,47,29,18,11,19,37,172,36.76923076923077,0.23076923076923078,3.3846153846153846,3.6153846153846154,2.230769230769231,1.3846153846153846,0.8461538461538461,1.4615384615384615,2.8461538461538463,13.23076923076923,12333750,224,1610612748,0
Fred Jones IND,2004,Fred Jones,SG,24,IND,14,0,263,12.1,0.61,0.431,0.137,1.3,13,7.1,11.2,1.5,2.1,14.3,11.6,0.4,0.4,0.8,0.145,1.4,1.2,2.6,0.3,25,51,0.49,11,22,0.5,14,29,0.483,0.598,5,7,0.714,3,30,33,16,7,7,9,31,66,18.785714285714285,0.21428571428571427,2.142857142857143,2.357142857142857,1.1428571428571428,0.5,0.5,0.6428571428571429,2.2142857142857144,4.714285714285714,1506000,2410,1610612754,0
Jumaine Jones BOS,2004,Jumaine Jones,SG,24,BOS,2,0,28,4.7,0.333,0.333,0,4.3,15.6,10.2,13.5,0,0,0,10.1,0,0,0,-0.046,-5.8,0.9,-4.9,0,2,6,0.333,0,2,0,2,4,0.5,0.333,0,0,0,1,4,5,2,0,0,0,4,4,14.0,0.5,2.0,2.5,1.0,0.0,0.0,0.0,2.0,2.0,1500000,1908,1610612747,0
Jason Kidd NJN,2004,Jason Kidd,PG,30,NJN,11,11,474,16.1,0.456,0.372,0.411,4.2,13.3,9,39.1,2.8,1,22,19.4,0.3,0.8,1.1,0.112,2.1,1.9,4,0.7,43,129,0.333,10,48,0.208,33,81,0.407,0.372,43,53,0.811,16,57,73,99,25,6,43,15,139,43.09090909090909,1.4545454545454546,5.181818181818182,6.636363636363637,9.0,2.272727272727273,0.5454545454545454,3.909090909090909,1.3636363636363635,12.636363636363637,13152000,467,1610612751,0
Kerry Kittles NJN,2004,Kerry Kittles,SG,29,NJN,11,11,415,16.8,0.53,0.388,0.254,3,9.9,6.6,11.6,2.9,1.8,6.9,18.2,0.8,0.7,1.5,0.171,3.5,1.8,5.4,0.8,60,134,0.448,17,52,0.327,43,82,0.524,0.511,21,34,0.618,10,37,47,23,22,10,11,28,158,37.72727272727273,0.9090909090909091,3.3636363636363638,4.2727272727272725,2.090909090909091,2.0,0.9090909090909091,1.0,2.5454545454545454,14.363636363636363,9266666,954,1610612746,0
Toni Kukoc MIL,2004,Toni Kukoc,PF,35,MIL,5,0,105,14.1,0.56,0.353,0.235,4.2,11.1,7.6,7.4,1.5,1.4,13.8,19.2,0.1,-0.1,0.1,0.025,-1.6,2,0.4,0.1,17,34,0.5,4,12,0.333,13,22,0.591,0.559,4,8,0.5,4,10,14,4,3,2,6,11,42,21.0,0.8,2.0,2.8,0.8,0.6,0.4,1.2,2.2,8.4,9056250,389,1610612749,0
Voshon Lenard DEN,2004,Voshon Lenard,SG,30,DEN,5,5,161,16.8,0.524,0.32,0.187,2.6,7.1,4.6,12.9,1.3,0,10,24.7,0.4,0,0.4,0.106,1.8,-1.3,0.6,0.1,32,75,0.427,11,24,0.458,21,51,0.412,0.5,10,14,0.714,4,9,13,12,4,0,9,13,85,32.2,0.8,1.8,2.6,2.4,0.8,0.0,1.8,2.6,17.0,1200000,702,1610612743,0
George Lynch NOH,2004,George Lynch,SF,33,NOH,7,7,147,17.1,0.479,0.211,0.14,9.8,18.7,14.2,18.6,1.1,1.6,10.4,21.5,0.2,0.2,0.4,0.136,1.7,0.8,2.5,0.2,25,57,0.439,3,12,0.25,22,45,0.489,0.465,5,8,0.625,13,24,37,12,3,3,7,15,58,21.0,1.8571428571428572,3.4285714285714284,5.285714285714286,1.7142857142857142,0.42857142857142855,0.42857142857142855,1.0,2.142857142857143,8.285714285714286,2800000,248,1610612740,0
Mark Madsen MIN,2004,Mark Madsen,C,28,MIN,17,0,222,10.6,0.525,0,0.906,15.2,14.8,15,1.4,1.2,1.3,13.5,11,0.4,0.1,0.5,0.11,-1.7,0.3,-1.5,0,17,32,0.531,0,0,0,17,32,0.531,0.531,13,29,0.448,28,30,58,2,5,4,7,43,47,13.058823529411764,1.6470588235294117,1.7647058823529411,3.411764705882353,0.11764705882352941,0.29411764705882354,0.23529411764705882,0.4117647058823529,2.5294117647058822,2.764705882352941,663679,2058,1610612750,0
Jamaal Magloire NOH,2004,Jamaal Magloire,C,25,NOH,7,7,239,13.1,0.485,0.015,0.418,7.4,23,15.1,4.2,0.7,2.4,12.2,17.7,0.2,0.4,0.6,0.116,-3.1,0.6,-2.5,0,28,67,0.418,0,1,0,28,66,0.424,0.418,21,28,0.75,16,48,64,5,3,7,11,22,77,34.142857142857146,2.2857142857142856,6.857142857142857,9.142857142857142,0.7142857142857143,0.42857142857142855,1.0,1.5714285714285714,3.142857142857143,11.0,1726771,2048,1610612740,0
Kenyon Martin NJN,2004,Kenyon Martin,PF,26,NJN,11,11,409,21,0.583,0.026,0.421,7.5,26,17.3,6.9,1.7,2.6,15.1,24.5,0.9,0.9,1.8,0.21,1.1,1.4,2.5,0.5,81,152,0.533,0,4,0,81,148,0.547,0.533,48,64,0.75,25,96,121,12,13,14,32,50,210,37.18181818181818,2.272727272727273,8.727272727272727,11.0,1.0909090909090908,1.1818181818181819,1.2727272727272727,2.909090909090909,4.545454545454546,19.09090909090909,5128689,2030,1610612743,0
Desmond Mason MIL,2004,Desmond Mason,SF,26,MIL,5,5,198,8.7,0.421,0.027,0.351,2.2,11.8,6.9,11,1.1,0.8,12.3,22.8,-0.2,-0.1,-0.3,-0.07,-6.6,1.9,-4.7,-0.1,25,74,0.338,0,2,0,25,72,0.347,0.338,22,26,0.846,4,20,24,12,4,2,12,16,72,39.6,0.8,4.0,4.8,2.4,0.8,0.4,2.4,3.2,14.4,1898312,2046,1610612749,0
Walter McCarty BOS,2004,Walter McCarty,PF,29,BOS,4,4,127,11.5,0.609,0.652,0,2.8,15.5,9.4,12.3,0.8,1.1,14.8,10,0.2,-0.1,0.1,0.033,-2.1,2.5,0.4,0.1,11,23,0.478,6,15,0.4,5,8,0.625,0.609,0,0,0,3,18,21,8,2,2,4,7,28,31.75,0.75,4.5,5.25,2.0,0.5,0.5,1.0,1.75,7.0,1200000,962,1610612756,0
Chris Mihm BOS,2004,Chris Mihm,C,24,BOS,4,0,65,11.7,0.379,0,0.455,14.8,16.8,15.8,0,3.2,4.5,10.2,21.3,-0.1,0,0,-0.024,-9.3,0.5,-8.9,-0.1,7,22,0.318,0,0,0,7,22,0.318,0.318,6,10,0.6,8,10,18,0,4,4,3,12,20,16.25,2.0,2.5,4.5,0.0,1.0,1.0,0.75,3.0,5.0,2809494,2036,1610612747,0
Darko Milicic DET,2004,Darko Milicic,C,18,DET,8,0,14,-14.8,0.087,0,1,8.2,16.3,12.3,11.1,4,0,34.2,29.6,-0.2,0,-0.2,-0.528,-18.3,1.1,-17.2,-0.1,0,4,0,0,0,0,0,4,0,0,1,4,0.25,1,2,3,1,1,0,3,1,1,1.75,0.125,0.25,0.375,0.125,0.125,0.0,0.375,0.125,0.125,3595800,2545,1610612765,0
Andre Miller DEN,2004,Andre Miller,PG,27,DEN,5,5,174,18.1,0.501,0.028,0.153,9.1,5.8,7.6,15.9,2.4,0,11.5,22,0.4,0,0.4,0.112,1.6,1.4,3,0.2,34,72,0.472,0,2,0,34,70,0.486,0.472,9,11,0.818,15,8,23,16,8,0,10,16,77,34.8,3.0,1.6,4.6,3.2,1.6,0.0,2.0,3.2,15.4,8000000,1889,1610612743,0
Brad Miller SAC,2004,Brad Miller,PF,27,SAC,12,0,366,18,0.562,0.077,0.527,9,20.5,15,17.4,1.3,2.1,15.1,16.2,0.9,0.4,1.2,0.16,0.8,3.3,4.1,0.6,48,91,0.527,1,7,0.143,47,84,0.56,0.533,29,48,0.604,30,74,104,38,9,11,20,46,126,30.5,2.5,6.166666666666667,8.666666666666666,3.1666666666666665,0.75,0.9166666666666666,1.6666666666666667,3.8333333333333335,10.5,7000000,1802,1610612758,0
