PlayerId,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP/G,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G,Salary,ID,Tm_Id,AllStar
Steve Blake LAL,2011,Steve Blake,PG,30,LAL,9,0,145,8,0.435,0.783,0,0.8,12,6,20.4,1.9,0,17.9,9.2,0,0.1,0.1,0.031,-2.5,0.2,-2.4,0,7,23,0.304,6,18,0.333,1,5,0.2,0.435,0,0,0,1,13,14,20,5,0,5,8,20,16.11111111111111,0.1111111111111111,1.4444444444444444,1.5555555555555556,2.2222222222222223,0.5555555555555556,0.0,0.5555555555555556,0.8888888888888888,2.2222222222222223,4000000,2581,1610612747,0
Carlos Boozer CHI,2011,Carlos Boozer,C,29,CHI,16,16,507,15.2,0.494,0.006,0.337,9.2,27.6,18.2,10,1,1.1,12,21.2,0.4,0.9,1.3,0.126,-1.5,0.2,-1.2,0.1,77,178,0.433,0,1,0,77,177,0.435,0.433,48,60,0.8,40,115,155,28,9,7,28,49,202,31.6875,2.5,7.1875,9.6875,1.75,0.5625,0.4375,1.75,3.0625,12.625,14400000,2430,1610612741,0
Ronnie Brewer CHI,2011,Ronnie Brewer,SG,25,CHI,16,0,260,13.7,0.557,0.14,0.34,3.1,12.6,7.8,9.4,2.5,1.8,6.5,10.9,0.4,0.4,0.9,0.162,-0.3,1.7,1.4,0.2,24,50,0.48,3,7,0.429,21,43,0.488,0.51,13,17,0.765,7,27,34,15,12,6,4,14,64,16.25,0.4375,1.6875,2.125,0.9375,0.75,0.375,0.25,0.875,4.0,4790000,200758,1610612741,0
Kobe Bryant LAL,2011,Kobe Bryant,SG,32,LAL,10,10,354,20.6,0.536,0.22,0.328,2.7,9.8,6,19.1,2.5,0.8,12.7,32.7,0.5,0.2,0.7,0.099,1.9,-0.8,1.1,0.3,83,186,0.446,12,41,0.293,71,145,0.49,0.478,50,61,0.82,8,26,34,33,16,3,31,23,228,35.4,0.8,2.6,3.4,3.3,1.6,0.3,3.1,2.3,22.8,24806250,977,1610612747,1
Brian Cardinal DAL,2011,Brian Cardinal,SF,33,DAL,9,0,37,7.3,1.025,1,0.5,0,9.8,5,8.5,1.5,0,38.1,10.4,0,0,0.1,0.077,1.3,0.6,1.9,0,3,4,0.75,3,4,0.75,0,0,0,1.125,1,2,0.5,0,3,3,2,1,0,3,8,10,4.111111111111111,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,0.8888888888888888,1.1111111111111112,1352181,2073,1610612742,0
Tyson Chandler DAL,2011,Tyson Chandler,C,28,DAL,21,21,680,15.2,0.631,0,0.796,14.6,20.2,17.4,1.9,1.1,2.3,9.6,10.5,1.9,0.8,2.7,0.188,1.3,2.9,4.3,1.1,57,98,0.582,0,0,0,57,98,0.582,0.582,53,78,0.679,79,114,193,8,13,19,14,77,167,32.38095238095238,3.761904761904762,5.428571428571429,9.19047619047619,0.38095238095238093,0.6190476190476191,0.9047619047619048,0.6666666666666666,3.6666666666666665,7.9523809523809526,12600000,2199,1610612752,0
Earl Clark ORL,2011,Earl Clark,SF,23,ORL,1,0,6,44.4,0.333,0,0,39,40.2,39.6,34.8,9.2,13.4,0,23.8,0,0,0,0.388,10.2,19.2,29.4,0,1,3,0.333,0,0,0,1,3,0.333,0.333,0,0,0,2,2,4,1,1,1,0,0,2,6.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,1898760,201947,1610612753,0
Nick Collison OKC,2011,Nick Collison,C,30,OKC,17,0,413,16.2,0.662,0,0.303,13.5,13.8,13.7,6.1,1.9,2.8,13.1,10.9,1.1,0.4,1.5,0.177,2.1,3.3,5.4,0.8,48,76,0.632,0,0,0,48,76,0.632,0.632,18,23,0.783,47,51,98,15,15,15,13,63,114,24.294117647058822,2.764705882352941,3.0,5.764705882352941,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,3.7058823529411766,6.705882352941177,13250000,2555,1610612760,0
Daequan Cook OKC,2011,Daequan Cook,SG,23,OKC,17,0,195,8.2,0.554,0.821,0.071,0.6,14.9,8,0.9,0.8,0,10.8,15.1,0.1,0.1,0.2,0.054,-1.7,-2.5,-4.3,-0.1,22,56,0.393,16,46,0.348,6,10,0.6,0.536,4,4,1,1,26,27,1,3,0,7,17,64,11.470588235294118,0.058823529411764705,1.5294117647058822,1.588235294117647,0.058823529411764705,0.17647058823529413,0.0,0.4117647058823529,1.0,3.764705882352941,2169857,201161,1610612760,0
Glen Davis BOS,2011,Glen Davis,C,25,BOS,9,0,191,5.2,0.433,0.022,0.239,4.7,15.2,10.2,6.5,0.8,0,15,15,-0.2,0.2,0,0.003,-4.9,0.5,-4.4,-0.1,18,46,0.391,0,1,0,18,45,0.4,0.391,8,11,0.727,7,25,32,8,3,0,9,21,44,21.22222222222222,0.7777777777777778,2.7777777777777777,3.5555555555555554,0.8888888888888888,0.3333333333333333,0.0,1.0,2.3333333333333335,4.888888888888889,3300000,201175,1610612753,0
Luol Deng CHI,2011,Luol Deng,SF,25,CHI,16,16,687,15.4,0.525,0.296,0.27,4.6,14,9.2,11.2,1.9,1.1,9.2,19.1,1.1,1.1,2.1,0.15,2.2,0.7,2.8,0.8,98,230,0.426,22,68,0.324,76,162,0.469,0.474,52,62,0.839,27,79,106,43,24,10,26,40,270,42.9375,1.6875,4.9375,6.625,2.6875,1.5,0.625,1.625,2.5,16.875,11345000,2736,1610612741,1
Toney Douglas NYK,2011,Toney Douglas,SG,24,NYK,4,3,112,10.5,0.493,0.439,0.146,1.8,12.6,6.6,15.1,0.9,0,8.4,18.7,0.1,0,0.2,0.066,-1.2,-0.5,-1.7,0,15,41,0.366,7,18,0.389,8,23,0.348,0.451,6,6,1,2,11,13,9,2,0,4,12,43,28.0,0.5,2.75,3.25,2.25,0.5,0.0,1.0,3.0,10.75,1071000,201962,1610612752,0
Chris Duhon ORL,2011,Chris Duhon,PG,28,ORL,1,0,4,53.8,0.868,1,1,0,0,0,0,0,0,0,34.2,0.1,0,0.1,0.755,25.3,-10.8,14.5,0,1,2,0.5,1,2,0.5,0,0,0,0.75,2,2,1,0,0,0,0,0,0,0,0,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3500000,2768,1610612753,0
Kevin Durant OKC,2011,Kevin Durant,SF,22,OKC,17,17,722,24.1,0.582,0.316,0.484,3,18.8,11.1,13.3,1.2,2,9.1,29,2.6,0.6,3.3,0.217,4.4,0.4,4.8,1.2,155,345,0.449,37,109,0.339,118,236,0.5,0.503,140,167,0.838,18,121,139,48,16,19,42,52,487,42.470588235294116,1.0588235294117647,7.117647058823529,8.176470588235293,2.823529411764706,0.9411764705882353,1.1176470588235294,2.4705882352941178,3.0588235294117645,28.647058823529413,6053663,201142,1610612760,1
Landry Fields NYK,2011,Landry Fields,SG,22,NYK,4,4,71,0.3,0.198,0.267,0.4,1.4,7.2,4,11.3,1.5,3,18.5,13.4,-0.3,0,-0.2,-0.163,-10.3,2.7,-7.6,-0.1,3,15,0.2,0,4,0,3,11,0.273,0.2,1,6,0.167,1,4,5,5,2,3,4,0,7,17.75,0.25,1.0,1.25,1.25,0.5,0.75,1.0,0.0,1.75,473604,202361,1610612752,0
Derek Fisher LAL,2011,Derek Fisher,PG,36,LAL,10,10,325,12.4,0.538,0.254,0.313,0.4,10.7,5.2,17.5,2.4,0.5,9.5,12.3,0.5,0.2,0.7,0.101,-0.5,1.3,0.7,0.2,29,67,0.433,7,17,0.412,22,50,0.44,0.485,17,21,0.81,1,26,27,36,14,2,8,25,82,32.5,0.1,2.6,2.7,3.6,1.4,0.2,0.8,2.5,8.2,3700000,965,1610612760,0
Kevin Garnett BOS,2011,Kevin Garnett,PF,34,BOS,9,9,328,17.3,0.479,0.008,0.228,8.3,27.3,18.3,12.4,2.8,2.3,12,23.2,0,0.7,0.8,0.113,-2,4.2,2.2,0.3,56,127,0.441,0,1,0,56,126,0.444,0.441,22,29,0.759,21,77,98,23,17,9,19,27,134,36.44444444444444,2.3333333333333335,8.555555555555555,10.88888888888889,2.5555555555555554,1.8888888888888888,1.0,2.111111111111111,3.0,14.88888888888889,18800000,708,1610612738,0
Pau Gasol LAL,2011,Pau Gasol,C,30,LAL,10,10,358,17.3,0.497,0.018,0.402,10.5,17.2,13.6,17.9,0.6,4.2,11.4,19.7,0.6,0.2,0.9,0.115,-0.1,2.9,2.8,0.4,47,112,0.42,1,2,0.5,46,110,0.418,0.424,36,45,0.8,32,46,78,38,4,17,17,33,131,35.8,3.2,4.6,7.8,3.8,0.4,1.7,1.7,3.3,13.1,17823000,2200,1610612747,0
Taj Gibson CHI,2011,Taj Gibson,PF,25,CHI,16,0,284,16.5,0.575,0.013,0.197,10.7,17.1,13.9,5.7,1,6,14.5,15.7,0.4,0.5,0.9,0.153,-0.7,2.2,1.5,0.3,43,76,0.566,0,1,0,43,75,0.573,0.566,9,15,0.6,26,40,66,9,5,22,14,32,95,17.75,1.625,2.5,4.125,0.5625,0.3125,1.375,0.875,2.0,5.9375,1117680,201959,1610612741,0
James Harden OKC,2011,James Harden,SG,21,OKC,17,0,537,19.1,0.634,0.547,0.576,2.2,16.9,9.8,19.2,2.1,1.9,13.8,17.1,1.6,0.6,2.2,0.193,3.9,2.4,6.3,1.1,66,139,0.475,23,76,0.303,43,63,0.683,0.558,66,80,0.825,10,81,91,61,21,13,28,48,221,31.58823529411765,0.5882352941176471,4.764705882352941,5.352941176470588,3.588235294117647,1.2352941176470589,0.7647058823529411,1.6470588235294117,2.823529411764706,13.0,4304520,201935,1610612760,0
Brendan Haywood DAL,2011,Brendan Haywood,C,31,DAL,18,0,275,10.7,0.561,0,1.387,15.5,17.1,16.3,2.2,0.4,5.4,20.7,11.2,0.3,0.3,0.6,0.11,-1.8,3.6,1.8,0.3,18,31,0.581,0,0,0,18,31,0.581,0.581,20,43,0.465,34,39,73,4,2,18,13,48,56,15.277777777777779,1.8888888888888888,2.1666666666666665,4.055555555555555,0.2222222222222222,0.1111111111111111,1.0,0.7222222222222222,2.6666666666666665,3.111111111111111,6900000,2217,1610612742,0
Dwight Howard ORL,2011,Dwight Howard,C,25,ORL,6,6,258,26.1,0.677,0.012,1.086,12.3,30.8,21.4,2.6,0.9,3.4,21.6,28.2,0.7,0.6,1.3,0.238,2.1,-0.6,1.5,0.2,51,81,0.63,0,1,0,51,80,0.638,0.63,60,88,0.682,27,66,93,3,4,11,33,25,162,43.0,4.5,11.0,15.5,0.5,0.6666666666666666,1.8333333333333333,5.5,4.166666666666667,27.0,16647180,2730,1610612753,1
Serge Ibaka OKC,2011,Serge Ibaka,PF,21,OKC,17,17,490,15.2,0.514,0.007,0.276,11.4,17.6,14.6,1.1,0.4,8.1,11.4,17,0.5,0.6,1.1,0.109,-3.4,2.6,-0.8,0.2,67,145,0.462,0,1,0,67,144,0.465,0.462,33,40,0.825,47,77,124,3,4,52,21,64,167,28.823529411764707,2.764705882352941,4.529411764705882,7.294117647058823,0.17647058823529413,0.23529411764705882,3.0588235294117645,1.2352941176470589,3.764705882352941,9.823529411764707,1204200,201586,1610612760,0
Jason Kidd DAL,2011,Jason Kidd,PG,37,DAL,21,21,744,15.7,0.56,0.714,0.186,1.9,13.6,7.8,32.7,3,1.1,24.3,15.1,0.9,0.9,1.9,0.121,2.4,3.5,5.9,1.5,64,161,0.398,43,115,0.374,21,46,0.457,0.531,24,30,0.8,11,84,95,153,40,10,56,36,195,35.42857142857143,0.5238095238095238,4.0,4.523809523809524,7.285714285714286,1.9047619047619047,0.47619047619047616,2.6666666666666665,1.7142857142857142,9.285714285714286,8610500,467,1610612742,0
Kyle Korver CHI,2011,Kyle Korver,SG,29,CHI,16,0,276,8.9,0.519,0.531,0.071,0.4,7.9,4.1,10.9,1.6,0.8,13.7,19.6,0.1,0.3,0.4,0.072,-0.4,-2.1,-2.5,0,38,98,0.388,22,52,0.423,16,46,0.348,0.5,7,7,1,1,18,19,17,8,3,16,35,105,17.25,0.0625,1.125,1.1875,1.0625,0.5,0.1875,1.0,2.1875,6.5625,5000000,2594,1610612741,0
Ian Mahinmi DAL,2011,Ian Mahinmi,C,24,DAL,6,0,33,7.5,0.614,0,1.8,11.4,11,11.2,0,1.7,0,0,13.2,0.1,0,0.1,0.209,0.1,-2,-1.8,0,3,5,0.6,0,0,0,3,5,0.6,0.6,5,9,0.556,3,3,6,0,1,0,0,16,11,5.5,0.5,0.5,1.0,0.0,0.16666666666666666,0.0,0.0,2.6666666666666665,1.8333333333333333,762196,101133,1610612742,0
Shawn Marion DAL,2011,Shawn Marion,SF,32,DAL,21,21,690,15.1,0.509,0.022,0.209,8.4,15.2,11.8,11.6,1.7,2.3,12.8,19.9,0.6,0.8,1.4,0.096,-0.7,3.8,3.1,0.9,105,225,0.467,0,5,0,105,220,0.477,0.467,40,47,0.851,46,87,133,45,21,19,36,53,250,32.857142857142854,2.1904761904761907,4.142857142857143,6.333333333333333,2.142857142857143,1.0,0.9047619047619048,1.7142857142857142,2.5238095238095237,11.904761904761905,7305500,1890,1610612742,0
Eric Maynor OKC,2011,Eric Maynor,PG,23,OKC,17,0,220,13.3,0.48,0.325,0.247,2.7,8.7,5.8,28.9,2.2,0,15.8,20.9,0.2,0.1,0.3,0.06,-0.7,-1,-1.7,0,29,77,0.377,9,25,0.36,20,52,0.385,0.435,15,19,0.789,5,17,22,37,9,0,16,16,82,12.941176470588236,0.29411764705882354,1.0,1.2941176470588236,2.176470588235294,0.5294117647058824,0.0,0.9411764705882353,0.9411764705882353,4.823529411764706,1417800,201953,1610612760,0
Josh McRoberts IND,2011,Josh McRoberts,PF,23,IND,5,0,79,10.3,0.433,0.042,0.458,10.9,15.1,12.9,13,2.7,1,14.8,19.4,0,0.1,0.1,0.038,-3,3.5,0.5,0,8,24,0.333,0,1,0,8,23,0.348,0.333,9,11,0.818,8,10,18,6,4,1,5,17,25,15.8,1.6,2.0,3.6,1.2,0.8,0.2,1.0,3.4,5.0,885120,201177,1610612747,0
Nazr Mohammed OKC,2011,Nazr Mohammed,C,33,OKC,14,0,148,5.6,0.417,0,0.294,7.2,17.4,12.4,0,1.4,3.1,13.5,13.6,-0.1,0.2,0,0.006,-7.3,-0.6,-8,-0.2,14,34,0.412,0,0,0,14,34,0.412,0.412,4,10,0.4,9,23,32,0,4,6,6,27,32,10.571428571428571,0.6428571428571429,1.6428571428571428,2.2857142857142856,0.0,0.2857142857142857,0.42857142857142855,0.42857142857142855,1.9285714285714286,2.2857142857142856,6883800,1737,1610612760,0
Jameer Nelson ORL,2011,Jameer Nelson,PG,28,ORL,6,6,216,15.4,0.448,0.317,0.171,3.8,10,6.9,27.6,3.1,0,8.3,21.2,0.2,0.4,0.6,0.126,2.8,0.9,3.7,0.3,31,82,0.378,6,26,0.231,25,56,0.446,0.415,11,14,0.786,7,18,25,30,12,0,8,14,79,36.0,1.1666666666666667,3.0,4.166666666666667,5.0,2.0,0.0,1.3333333333333333,2.3333333333333335,13.166666666666666,7800000,2749,1610612753,0
Joakim Noah CHI,2011,Joakim Noah,C,25,CHI,16,16,529,16.9,0.475,0,0.411,15,21.9,18.4,12.5,1.7,4.8,11.5,14.5,0.8,1.1,1.9,0.174,0.8,4.4,5.2,1,51,124,0.411,0,0,0,51,124,0.411,0.411,37,51,0.725,68,95,163,40,16,33,19,63,139,33.0625,4.25,5.9375,10.1875,2.5,1.0,2.0625,1.1875,3.9375,8.6875,3128536,201149,1610612741,0
Dirk Nowitzki DAL,2011,Dirk Nowitzki,PF,32,DAL,21,21,826,25.2,0.609,0.126,0.47,1.8,23.2,12.7,13.3,0.8,1.3,12,32,2.7,0.9,3.6,0.21,2.6,1.2,3.8,1.2,192,396,0.485,23,50,0.46,169,346,0.488,0.514,175,186,0.941,12,159,171,53,12,13,65,46,582,39.333333333333336,0.5714285714285714,7.571428571428571,8.142857142857142,2.5238095238095237,0.5714285714285714,0.6190476190476191,3.0952380952380953,2.1904761904761907,27.714285714285715,17278618,1717,1610612742,1
Lamar Odom LAL,2011,Lamar Odom,PF,31,LAL,10,1,286,15.5,0.527,0.204,0.388,5.3,24.3,14.2,13,0.4,1.2,11.6,21.5,0.4,0.1,0.5,0.086,-1.1,0.1,-1,0.1,45,98,0.459,4,20,0.2,41,78,0.526,0.48,27,38,0.711,13,52,65,21,2,4,15,25,121,28.6,1.3,5.2,6.5,2.1,0.2,0.4,1.5,2.5,12.1,8200000,1885,1610612742,0
Chris Paul NOH,2011,Chris Paul,PG,25,NOH,6,6,250,28.9,0.67,0.247,0.636,1.6,18.6,10.3,53.5,2.5,0,18.2,24.1,1.1,0.1,1.3,0.242,7.4,3.1,10.4,0.8,42,77,0.545,9,19,0.474,33,58,0.569,0.604,39,49,0.796,3,37,40,69,11,0,22,11,132,41.666666666666664,0.5,6.166666666666667,6.666666666666667,11.5,1.8333333333333333,0.0,3.6666666666666665,1.8333333333333333,22.0,14940153,101108,1610612746,1
Kendrick Perkins OKC,2011,Kendrick Perkins,C,26,OKC,17,17,479,6.1,0.49,0,0.516,9.1,15.4,12.4,4.2,0.4,2.1,25.6,10,-0.1,0.3,0.2,0.017,-3.6,2.3,-1.3,0.1,29,64,0.453,0,0,0,29,64,0.453,0.453,19,33,0.576,37,66,103,13,4,13,27,57,77,28.176470588235293,2.176470588235294,3.8823529411764706,6.0588235294117645,0.7647058823529411,0.23529411764705882,0.7647058823529411,1.588235294117647,3.3529411764705883,4.529411764705882,4640208,2570,1610612760,0
Jason Richardson ORL,2011,Jason Richardson,SG,30,ORL,5,5,153,9.7,0.459,0.49,0.157,3.8,11.8,7.8,7.3,1.1,1.1,5.2,17.9,0.1,0.2,0.3,0.1,0.4,-0.4,0,0.1,17,51,0.333,8,25,0.32,9,26,0.346,0.412,8,8,1,5,15,20,6,3,2,3,16,50,30.6,1.0,3.0,4.0,1.2,0.6,0.4,0.6,3.2,10.0,14444444,2202,1610612753,0
Quentin Richardson ORL,2011,Quentin Richardson,SF,30,ORL,6,1,98,10.7,0.724,0.667,0.133,3.6,14.8,9.1,3.6,0.6,0.8,11.2,8.7,0.2,0.1,0.3,0.165,1.3,0,1.3,0.1,8,15,0.533,5,10,0.5,3,5,0.6,0.7,2,2,1,3,12,15,2,1,1,2,9,23,16.333333333333332,0.5,2.0,2.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.5,3.8333333333333335,2265000,2047,1610612753,0
Rajon Rondo BOS,2011,Rajon Rondo,PG,24,BOS,9,9,345,16.7,0.509,0.028,0.355,4.1,12.8,8.7,42.3,1.6,0,21.1,21.8,0.4,0.4,0.7,0.102,0.6,0.7,1.3,0.3,51,107,0.477,0,3,0,51,104,0.49,0.477,24,38,0.632,11,38,49,86,10,0,33,16,126,38.333333333333336,1.2222222222222223,4.222222222222222,5.444444444444445,9.555555555555555,1.1111111111111112,0.0,3.6666666666666665,1.7777777777777777,14.0,9090911,200765,1610612738,1
Derrick Rose CHI,2011,Derrick Rose,PG,22,CHI,16,16,649,22.5,0.499,0.269,0.356,3.6,9.2,6.3,40,1.9,1.3,11.9,35.2,1.3,0.9,2.2,0.165,6.7,-0.9,5.9,1.3,149,376,0.396,25,101,0.248,124,275,0.451,0.43,111,134,0.828,20,49,69,123,22,11,59,33,434,40.5625,1.25,3.0625,4.3125,7.6875,1.375,0.6875,3.6875,2.0625,27.125,5546160,201565,1610612741,1
Brandon Rush IND,2011,Brandon Rush,SG,25,IND,5,0,55,11.1,0.576,0.308,0.154,0,15.2,7.2,9.5,1,1.5,6.7,12.2,0.1,0,0.1,0.095,-2.2,2,-0.2,0,6,13,0.462,3,4,0.75,3,9,0.333,0.577,1,2,0.5,0,7,7,3,1,1,1,5,16,11.0,0.0,1.4,1.4,0.6,0.2,0.2,0.2,1.0,3.2,2069049,201575,1610612744,0
Thabo Sefolosha OKC,2011,Thabo Sefolosha,SG,26,OKC,17,17,344,10.3,0.543,0.388,0.194,4.1,13.3,8.9,5.6,2.5,1.1,17.1,11.6,0.2,0.3,0.5,0.068,-1.5,2.5,0.9,0.2,31,67,0.463,4,26,0.154,27,41,0.659,0.493,13,13,1,12,41,53,12,16,5,15,24,79,20.235294117647058,0.7058823529411765,2.411764705882353,3.1176470588235294,0.7058823529411765,0.9411764705882353,0.29411764705882354,0.8823529411764706,1.411764705882353,4.647058823529412,3250000,200757,1610612760,0
Jason Terry DAL,2011,Jason Terry,SG,33,DAL,21,0,684,20.3,0.604,0.354,0.31,1.1,6,3.6,18.6,2.1,0.4,9.5,24,2.1,0.5,2.6,0.179,4.6,0.1,4.8,1.2,128,268,0.478,42,95,0.442,86,173,0.497,0.556,70,83,0.843,6,34,40,67,26,3,32,44,368,32.57142857142857,0.2857142857142857,1.619047619047619,1.9047619047619047,3.1904761904761907,1.2380952380952381,0.14285714285714285,1.5238095238095237,2.0952380952380953,17.523809523809526,10650000,1891,1610612742,0
Hedo Turkoglu ORL,2011,Hedo Turkoglu,SF,31,ORL,6,6,209,6.9,0.371,0.441,0.206,0.6,10.4,5.4,19.1,2.1,0.4,8.6,18.5,-0.2,0.3,0.1,0.022,-1.7,0.3,-1.4,0,20,68,0.294,7,30,0.233,13,38,0.342,0.346,8,14,0.571,1,18,19,22,8,1,7,18,55,34.833333333333336,0.16666666666666666,3.0,3.1666666666666665,3.6666666666666665,1.3333333333333333,0.16666666666666666,1.1666666666666667,3.0,9.166666666666666,10215850,2045,1610612753,0
Von Wafer BOS,2011,Von Wafer,SG,25,BOS,3,0,5,-13.5,0,0.5,0,0,23.2,12.2,0,0,0,0,19.2,0,0,0,-0.406,-18.2,-5.7,-23.8,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,915852,101144,1610612753,0
C.J. Watson CHI,2011,C.J. Watson,PG,26,CHI,16,0,136,10.6,0.419,0.268,0.196,1.7,10.7,6.1,40.4,3.2,0,21.8,26.5,-0.2,0.2,0,-0.002,-2.3,-1.7,-4,-0.1,19,56,0.339,3,15,0.2,16,41,0.39,0.366,10,11,0.909,2,12,14,31,8,0,17,15,51,8.5,0.125,0.75,0.875,1.9375,0.5,0.0,1.0625,0.9375,3.1875,3100000,201228,1610612741,0
Delonte West BOS,2011,Delonte West,PG,27,BOS,9,0,170,10.5,0.574,0.404,0.213,3,8.9,6.1,11.6,1.6,0,18.9,17.9,0.1,0.2,0.2,0.064,-0.4,-0.2,-0.6,0.1,22,47,0.468,7,19,0.368,15,28,0.536,0.543,8,10,0.8,4,13,17,12,5,0,12,16,59,18.88888888888889,0.4444444444444444,1.4444444444444444,1.8888888888888888,1.3333333333333333,0.5555555555555556,0.0,1.3333333333333333,1.7777777777777777,6.555555555555555,1069509,2753,1610612742,0
Russell Westbrook OKC,2011,Russell Westbrook,PG,22,OKC,17,17,638,19.6,0.499,0.14,0.414,6.7,9.7,8.2,33.7,2,0.7,16.1,34.4,0.7,0.4,1.1,0.084,1.8,0.7,2.5,0.7,135,343,0.394,14,48,0.292,121,295,0.41,0.414,121,142,0.852,36,55,91,108,24,6,78,56,405,37.529411764705884,2.1176470588235294,3.235294117647059,5.352941176470588,6.352941176470588,1.411764705882353,0.35294117647058826,4.588235294117647,3.2941176470588234,23.823529411764707,4017720,201566,1610612760,1
Metta World Peace LAL,2011,Metta World Peace,SF,31,LAL,9,9,287,15.3,0.538,0.354,0.266,7,11.2,8.9,11.6,1.9,2.2,9.3,16.1,0.5,0.2,0.7,0.119,1.3,1.8,3.1,0.4,35,79,0.443,9,28,0.321,26,51,0.51,0.5,16,21,0.762,17,24,41,20,10,7,9,23,95,31.88888888888889,1.8888888888888888,2.6666666666666665,4.555555555555555,2.2222222222222223,1.1111111111111112,0.7777777777777778,1.0,2.5555555555555554,10.555555555555555,6322320,1897,1610612747,0
Arron Afflalo DEN,2012,Arron Afflalo,SG,26,DEN,7,7,229,10.9,0.471,0.27,0.203,2.2,8.7,5.5,12.4,1.2,0.6,10,17.2,0.2,0,0.2,0.042,-1.2,0.3,-0.9,0.1,30,74,0.405,4,20,0.2,26,54,0.481,0.432,12,15,0.8,5,20,25,19,5,2,9,14,76,32.714285714285715,0.7142857142857143,2.857142857142857,3.5714285714285716,2.7142857142857144,0.7142857142857143,0.2857142857142857,1.2857142857142858,2.0,10.857142857142858,7562500,201167,1610612753,0
Cole Aldrich OKC,2012,Cole Aldrich,C,23,OKC,5,0,25,19.8,0.465,0,0.444,24.4,37.7,31.1,0,0,0,0,20.2,0.1,0,0.1,0.177,-4.5,-8.9,-13.4,-0.1,4,9,0.444,0,0,0,4,9,0.444,0.444,2,4,0.5,5,8,13,0,0,0,0,3,10,5.0,1.0,1.6,2.6,0.0,0.0,0.0,0.0,0.6,2.0,2286000,202332,1610612758,0
Lavoy Allen PHI,2012,Lavoy Allen,PF,22,PHI,12,1,236,17.1,0.566,0,0.197,9.5,19.1,14.1,2.4,2.3,3.5,7,14.4,0.4,0.5,0.9,0.191,-0.4,2.3,1.9,0.2,34,61,0.557,0,0,0,34,61,0.557,0.557,7,12,0.583,21,38,59,3,10,11,5,30,75,19.666666666666668,1.75,3.1666666666666665,4.916666666666667,0.25,0.8333333333333334,0.9166666666666666,0.4166666666666667,2.5,6.25,473604,202730,1610612755,0
Ray Allen BOS,2012,Ray Allen,SG,36,BOS,18,10,616,10,0.514,0.551,0.269,1.6,12.3,7.1,5,1.5,0.3,8.3,16.2,0.2,0.8,1,0.077,0.3,0.6,0.8,0.4,66,167,0.395,28,92,0.304,38,75,0.507,0.479,32,45,0.711,8,66,74,18,17,2,17,41,192,34.22222222222222,0.4444444444444444,3.6666666666666665,4.111111111111111,1.0,0.9444444444444444,0.1111111111111111,0.9444444444444444,2.2777777777777777,10.666666666666666,10000000,951,1610612748,0
Tony Allen MEM,2012,Tony Allen,SG,30,MEM,7,7,170,9.9,0.457,0.111,0.378,5.6,10.4,7.9,5.2,2.9,3.6,16,17,-0.1,0.3,0.2,0.056,-2.3,3.7,1.3,0.1,18,45,0.4,0,5,0,18,40,0.45,0.4,12,17,0.706,8,14,22,5,9,7,10,21,48,24.285714285714285,1.1428571428571428,2.0,3.142857142857143,0.7142857142857143,1.2857142857142858,1.0,1.4285714285714286,3.0,6.857142857142857,3150000,2754,1610612763,0
James Anderson SAS,2012,James Anderson,SG,22,SAS,8,0,31,16.3,0.557,0.444,0.222,0,18.1,9.4,14.6,1.7,0,0,14.8,0.1,0,0.1,0.168,1.6,0.4,2,0,4,9,0.444,2,4,0.5,2,5,0.4,0.556,1,2,0.5,0,5,5,3,1,0,0,1,11,3.875,0.0,0.625,0.625,0.375,0.125,0.0,0.0,0.125,1.375,1463520,202341,1610612745,0
Ryan Anderson ORL,2012,Ryan Anderson,PF,23,ORL,5,5,172,7.1,0.51,0.682,0.159,5.9,9.5,7.7,4.3,1,0.9,16,16,0,0,0,0.01,-2.1,1.4,-0.6,0.1,15,44,0.341,12,30,0.4,3,14,0.214,0.477,6,7,0.857,9,14,23,4,3,2,9,22,48,34.4,1.8,2.8,4.6,0.8,0.6,0.4,1.8,4.4,9.6,2244601,201583,1610612740,0
