PlayerId,Year,Player,Pos,Age,Tm,G,GS,MP_old,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS_old,WS,WS_max,WS/48_old,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS 
Doug Christie SAC,2004,Doug Christie,SG,33,SAC,12,12,381,461,15.9,0.512,0.234,0.34,4.1,12.5,8.5,16.8,2.5,0.8,11.9,17.9,0.8,0.3,0.5,1.1,1.3,0.067,0.117,0.7,2.4,3.1,0.6,56,141,0.397,13,33,0.394,43,108,0.398,0.443,41,48,0.854,17,57,74,47,22,5,22,35,166
Keon Clark TOR,2002,Keon Clark,C,26,TOR,5,5,103,174,16.6,0.609,0,0.333,10,17.8,14,8.7,0.6,4.2,20.3,18.6,0.3,0.2,0.2,0.5,0.2,0.073,0.132,0.3,1.9,2.2,0.2,26,48,0.542,0,0,0,26,48,0.542,0.542,15,16,0.938,14,26,40,8,2,8,14,19,67
Dale Davis POR,2002,Dale Davis,C,32,POR,3,3,20,70,7.2,0.295,0,0.182,9.2,23.2,15.9,9.4,3,3.8,14.4,8.7,-0.1,0.1,0.0,0.1,0.0,-0.097,0.042,-5.1,8.5,3.4,0.1,3,11,0.273,0,0,0,3,11,0.273,0.273,1,2,0.5,6,14,20,4,4,3,2,16,7
Dale Davis POR,2003,Dale Davis,C,33,POR,6,6,70,162,16.9,0.635,0,1.083,14.4,20.3,17.3,8.3,1.7,1,22,12.7,0.3,0,0.1,0.4,0.1,0.042,0.109,0,4.3,4.3,0.3,14,24,0.583,0,0,0,14,24,0.583,0.583,17,26,0.654,20,28,48,9,5,2,10,11,45
Andrew DeClercq ORL,2002,Andrew DeClercq,C,28,ORL,2,0,54,9,-17.6,0,,,0,0,0,0,0,0,53.2,10.1,-0.1,0,0.1,-0.1,0.1,0.119,-0.33,-15.1,0.3,-14.8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0
Andrew DeClercq ORL,2003,Andrew DeClercq,C,29,ORL,7,6,9,104,9.3,0.631,0,0.25,9.3,16.9,13.2,3.6,1,4.1,28.8,14.4,0,0.1,-0.1,0.1,0.1,-0.33,0.053,-4.4,3.3,-1,0,12,20,0.6,0,0,0,12,20,0.6,0.6,4,5,0.8,8,15,23,2,2,5,9,25,28
Tim Duncan SAS,2002,Tim Duncan,PF,25,SAS,9,9,526,380,31.8,0.55,0.017,0.558,8.5,31.2,19.8,25.2,0.9,7.5,14.1,33.5,1.1,0.8,1.9,2.0,1.9,0.173,0.247,3.9,6.5,10.4,1.2,82,181,0.453,1,3,0.333,81,178,0.455,0.456,83,101,0.822,28,102,130,45,6,39,37,22,248
Tim Duncan SAS,2003,Tim Duncan,PF,26,SAS,24,24,380,1021,28.4,0.577,0.017,0.563,10.7,28.3,19.8,25.5,0.8,5.8,12.9,26.4,3.3,2.7,2.0,5.9,2.0,0.247,0.279,6.3,5.4,11.6,3.5,218,412,0.529,0,7,0,218,405,0.538,0.529,157,232,0.677,96,273,369,127,15,79,76,78,593
Tim Duncan SAS,2004,Tim Duncan,PF,27,SAS,10,10,1021,405,24.1,0.56,0.006,0.547,9.3,24.6,16.7,16,1.1,4.1,17.6,27.7,1,0.6,5.9,1.5,5.9,0.279,0.183,1.8,3.9,5.7,0.8,83,159,0.522,0,1,0,83,158,0.525,0.522,55,87,0.632,33,80,113,32,8,20,42,34,221
Tim Duncan SAS,2005,Tim Duncan,PF,28,SAS,23,23,405,869,24.9,0.526,0.012,0.482,12.2,26.6,19.6,14.8,0.5,4.3,10.7,31.1,1.9,1.6,1.5,3.5,5.9,0.183,0.191,1.4,2.7,4.1,1.3,197,425,0.464,1,5,0.2,196,420,0.467,0.465,147,205,0.717,87,199,286,63,8,52,62,66,542
Tim Duncan SAS,2006,Tim Duncan,PF,29,SAS,13,13,869,493,30.4,0.625,0.009,0.621,9.1,25.4,17.8,17.6,1.2,3.8,11.2,29.9,2,0.6,3.5,2.6,5.9,0.191,0.252,4.1,3.3,7.5,1.2,121,211,0.573,0,2,0,121,209,0.579,0.573,94,131,0.718,33,104,137,43,11,25,34,50,336
Tim Duncan SAS,2007,Tim Duncan,C,30,SAS,20,20,493,736,27.4,0.556,0,0.446,12,24.5,18.4,17.7,1,6.3,12.9,29.5,1.9,1.4,2.6,3.3,5.9,0.252,0.214,2.5,4.8,7.2,1.7,174,334,0.521,0,0,0,174,334,0.521,0.521,96,149,0.644,73,156,229,65,13,62,59,59,444
Tim Duncan SAS,2008,Tim Duncan,C,31,SAS,17,17,736,666,21.9,0.488,0.017,0.382,10.6,32.1,21.4,15.9,1.2,3.8,10.4,28.2,0.3,1.4,3.3,1.7,5.9,0.214,0.123,-1,4.7,3.7,1,135,301,0.449,1,5,0.2,134,296,0.453,0.45,72,115,0.626,61,186,247,56,15,35,41,41,343
Tim Duncan SAS,2009,Tim Duncan,C,32,SAS,5,5,666,164,27.3,0.554,0,0.364,8.5,21.8,14.8,20.4,1,3.3,7.3,29.2,0.5,0.1,1.7,0.6,5.9,0.123,0.171,2.1,2.6,4.7,0.3,41,77,0.532,0,0,0,41,77,0.532,0.532,17,28,0.607,12,28,40,16,3,6,7,11,99
Tim Duncan SAS,2010,Tim Duncan,C,33,SAS,10,10,164,373,19.7,0.527,0.013,0.46,9.2,21.1,15.1,12.7,1.1,3.7,11.7,25.6,0.2,0.5,0.6,0.7,5.9,0.171,0.091,-0.9,2.8,1.9,0.4,78,150,0.52,1,2,0.5,77,148,0.52,0.523,33,69,0.478,30,69,99,26,8,17,24,27,190
Tim Duncan SAS,2011,Tim Duncan,C,34,SAS,6,6,373,212,15.5,0.5,0,0.232,8.6,26.4,17.3,14.1,0.7,5.1,19.1,20.8,-0.1,0.3,0.7,0.2,5.9,0.091,0.053,-3.6,4.3,0.8,0.1,33,69,0.478,0,0,0,33,69,0.478,0.478,10,16,0.625,16,47,63,16,3,15,18,17,76
Tim Duncan SAS,2012,Tim Duncan,C,35,SAS,14,14,212,463,22.9,0.529,0.005,0.284,8.4,24,16.5,14.7,1.1,4.5,8.4,25.2,1.1,0.7,0.2,1.8,5.9,0.053,0.184,0.7,3.8,4.5,0.8,101,204,0.495,0,1,0,101,203,0.498,0.495,41,58,0.707,32,99,131,39,10,29,21,30,243
Tim Duncan SAS,2013,Tim Duncan,C,36,SAS,21,21,463,735,21.3,0.523,0.003,0.305,8.7,24.2,16.7,9.6,1.3,3.5,10.3,26.1,1.1,1.4,1.8,2.5,5.9,0.184,0.161,-0.1,2.2,2.1,0.7,151,321,0.47,0,1,0,151,320,0.472,0.47,79,98,0.806,54,160,214,40,18,34,42,53,381
Tim Duncan SAS,2014,Tim Duncan,C,37,SAS,23,23,735,752,21.1,0.568,0.007,0.351,10.4,22.2,16.4,9.6,0.5,3.1,7.3,21.9,2,1.2,2.5,3.2,5.9,0.161,0.204,2,2.4,4.4,1.2,149,285,0.523,0,2,0,149,283,0.527,0.523,76,100,0.76,65,146,211,45,7,29,26,52,374
Tim Duncan SAS,2015,Tim Duncan,C,38,SAS,7,7,752,250,24.2,0.595,0.011,0.378,7.9,26,16.6,16,1.8,3.1,6.3,20.1,0.8,0.4,3.2,1.2,5.9,0.204,0.229,2.6,5.1,7.7,0.6,53,90,0.589,0,1,0,53,89,0.596,0.589,19,34,0.559,19,59,78,23,9,10,7,26,125
Tim Duncan SAS,2016,Tim Duncan,C,39,SAS,10,10,250,218,11.6,0.482,0,0.404,5.6,19,12.7,9.1,0.5,4.7,14,15.2,0,0.4,1.2,0.4,5.9,0.229,0.083,-2.1,3,1,0.2,22,52,0.423,0,0,0,22,52,0.423,0.423,15,21,0.714,10,38,48,14,2,13,10,18,59
Danny Ferry SAS,2002,Danny Ferry,SF,35,SAS,10,0,334,155,4.7,0.403,0.606,0.121,3.7,11.2,7.5,8.3,0,0.5,5.4,11.5,0,0.1,0.6,0.1,0.6,0.085,0.023,-1.9,-0.3,-2.2,0,10,33,0.303,7,20,0.35,3,13,0.231,0.409,1,4,0.25,5,15,20,8,0,1,2,19,28
Danny Ferry SAS,2003,Danny Ferry,SF,36,SAS,16,1,155,101,2.7,0.357,0.5,0,3.4,21,12.5,11.1,1,0,15.2,14.9,-0.2,0.2,0.1,0.0,0.6,0.023,0.009,-4.2,-0.3,-4.5,-0.1,8,28,0.286,4,14,0.286,4,14,0.286,0.357,0,0,0,3,20,23,7,2,0,5,20,20
Michael Finley DAL,2002,Michael Finley,SF,28,DAL,8,8,434,373,19.3,0.579,0.25,0.338,3.8,10.5,7.2,7.6,1.6,0.7,8.1,21.6,1.1,0,0.1,1.0,0.1,0.013,0.135,1.9,2.1,4,0.6,69,148,0.466,14,37,0.378,55,111,0.495,0.514,45,50,0.9,13,37,50,18,12,4,15,24,197
Michael Finley DAL,2003,Michael Finley,SF,29,DAL,20,20,373,822,17.2,0.554,0.379,0.219,3.3,12.1,7.7,11.4,1.6,1.1,8.6,19.8,1.7,0.2,1.0,1.8,1.0,0.135,0.108,1.5,1.8,3.3,1.1,131,301,0.435,47,114,0.412,84,187,0.449,0.513,57,66,0.864,25,90,115,60,26,12,31,46,366
Michael Finley DAL,2004,Michael Finley,SG,30,DAL,5,5,822,196,10,0.449,0.382,0.147,2.6,5.5,3.9,10,1,1.1,11.1,16.6,0.1,0,1.8,0.1,1.8,0.108,0.022,-0.7,0.5,-0.3,0.1,26,68,0.382,7,26,0.269,19,42,0.452,0.434,6,10,0.6,6,10,16,13,4,3,9,8,65
Michael Finley DAL,2005,Michael Finley,SG,31,DAL,13,13,196,491,12.5,0.528,0.399,0.118,2.9,10.2,6.4,8.7,1.8,0,7.5,15.6,0.7,0,0.1,0.7,1.8,0.022,0.066,-0.1,2,1.8,0.5,65,153,0.425,24,61,0.393,41,92,0.446,0.503,16,18,0.889,13,43,56,28,17,0,13,32,170
Jeff Foster IND,2002,Jeff Foster,C,25,IND,5,0,52,78,10.6,0.59,0.308,0.692,8.2,27.3,18.4,14.8,2,0.9,34.7,16,-0.1,0.2,0.0,0.1,0.0,-0.005,0.081,-1.2,3.9,2.6,0.1,7,13,0.538,2,4,0.5,5,9,0.556,0.615,4,9,0.444,5,19,24,7,3,1,9,13,20
Jeff Foster IND,2003,Jeff Foster,C,26,IND,6,0,78,38,21.2,0.589,0,0.182,11.5,12.1,11.8,11.4,0,7.2,0,14.4,0.1,0,0.1,0.2,0.1,0.081,0.2,1.4,3,4.3,0.1,6,11,0.545,0,0,0,6,11,0.545,0.545,2,2,1,4,4,8,2,0,3,0,3,14
Jeff Foster IND,2004,Jeff Foster,C,27,IND,16,13,38,307,16.4,0.612,0.023,0.233,16.2,22.7,19.4,7,2.4,1.3,21.5,9.5,0.7,0.6,0.2,1.3,0.2,0.2,0.207,2.2,2.9,5.1,0.6,25,43,0.581,0,1,0,25,42,0.595,0.581,8,10,0.8,44,61,105,12,13,5,13,37,58
Jeff Foster IND,2005,Jeff Foster,C,28,IND,13,0,307,245,21.8,0.629,0,0.404,22,24.3,23.1,4.3,1.4,3.9,11.6,13.7,0.7,0.6,1.3,1.3,1.3,0.207,0.246,2.4,2,4.5,0.4,31,52,0.596,0,0,0,31,52,0.596,0.596,15,21,0.714,46,50,96,5,6,12,8,27,77
Jeff Foster IND,2006,Jeff Foster,C,29,IND,4,4,245,80,13.8,0.431,0,0.364,18.3,19.7,19.1,6.3,2.8,1,0,7.8,0.1,0.1,1.3,0.3,1.3,0.246,0.158,-0.1,3.5,3.4,0.1,4,11,0.364,0,0,0,4,11,0.364,0.364,3,4,0.75,11,13,24,3,4,1,0,9,11
Pat Garrity ORL,2002,Pat Garrity,PF,25,ORL,4,4,117,147,9.5,0.504,0.563,0.125,3.2,19.3,11.5,10.6,0.7,0.5,8.2,12.1,0.1,0.1,0.1,0.2,0.1,0.051,0.073,-1.7,1.2,-0.4,0.1,12,32,0.375,7,18,0.389,5,14,0.357,0.484,3,4,0.75,4,26,30,9,2,1,3,18,34
Pat Garrity ORL,2003,Pat Garrity,PF,26,ORL,7,1,147,163,2.5,0.381,0.486,0.114,3,10.1,6.6,5.2,0.7,1.6,12,12.3,-0.2,0.1,0.2,-0.1,0.2,0.073,-0.036,-5.1,1.8,-3.3,-0.1,10,35,0.286,4,17,0.235,6,18,0.333,0.343,4,4,1,4,14,18,5,2,3,5,24,28
Al Harrington IND,2004,Al Harrington,PF,23,IND,16,2,103,427,13.9,0.463,0.036,0.393,8.7,18.4,13.6,5.6,3,1.7,14.6,21.7,-0.1,0.9,-0.4,0.8,-0.2,-0.182,0.094,-1.4,1.5,0.1,0.2,60,140,0.429,2,5,0.4,58,135,0.43,0.436,30,55,0.545,33,69,102,12,23,9,28,56,152
Troy Hudson ORL,2002,Troy Hudson,PG,25,ORL,4,0,56,106,9.1,0.463,0.104,0.333,0,4.1,2.1,11.6,0,0,12.7,28.8,-0.1,0,-0.1,-0.2,-0.1,-0.067,-0.081,-6.2,-4.5,-10.7,-0.2,18,48,0.375,0,5,0,18,43,0.419,0.375,15,16,0.938,0,4,4,6,0,0,8,4,51
Bobby Jackson SAC,2002,Bobby Jackson,PG,28,SAC,16,1,182,374,17,0.531,0.295,0.295,4.4,10.3,7.4,14.6,1.9,0.6,9.8,21.5,0.7,0.3,0.5,1.0,0.5,0.124,0.131,1.5,0.8,2.2,0.4,65,146,0.445,11,43,0.256,54,103,0.524,0.483,34,43,0.791,15,37,52,32,14,3,18,31,175
Bobby Jackson SAC,2003,Bobby Jackson,PG,29,SAC,12,0,374,331,20,0.561,0.312,0.254,3.7,14.2,9,19.7,1.8,0.2,10,22.5,0.9,0.1,1.0,1.0,1.0,0.131,0.147,2.6,1.1,3.7,0.5,63,138,0.457,15,43,0.349,48,95,0.505,0.511,31,35,0.886,11,43,54,40,12,1,17,22,172
Eddie Jones MIA,2005,Eddie Jones,SF,33,MIA,15,15,478,601,13.3,0.587,0.513,0.269,2.2,13.7,8.6,10.4,1.6,1.1,11.2,15.7,0.8,1,1.1,1.8,1.1,0.11,0.144,2.9,2.1,5,1.1,71,156,0.455,32,80,0.4,39,76,0.513,0.558,31,42,0.738,10,77,87,39,18,9,22,57,205
Felipe Lopez MIN,2002,Felipe Lopez,SG,27,MIN,3,0,55,30,0.8,0.41,0.5,0.5,3.4,0,1.8,4.7,1.7,0,17,8.4,0,0,0.0,0.0,0.0,0.014,-0.068,-5,2,-3,0,1,4,0.25,1,2,0.5,0,2,0,0.375,1,2,0.5,1,0,1,1,1,0,1,6,4
Mark Madsen LAL,2002,Mark Madsen,PF,26,LAL,7,0,48,10,-8.4,0,1,0,0,21.2,11,0,0,0,50,9.1,-0.1,0,-0.1,0.0,-0.1,-0.086,-0.209,-13.5,-1.3,-14.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0
Mark Madsen LAL,2003,Mark Madsen,PF,27,LAL,12,2,10,169,6,0.434,0.032,0.516,9.1,9.9,9.5,10.2,0.9,0.9,17.4,12.1,0,0.1,0.0,0.1,0.0,-0.209,0.019,-3.7,1.3,-2.4,0,13,31,0.419,0,1,0,13,30,0.433,0.419,7,16,0.438,14,14,28,12,3,2,8,32,33
Jamaal Magloire CHH,2002,Jamaal Magloire,C,23,CHH,8,0,110,168,24.2,0.688,0,1.775,11.2,19,15.1,5.3,0,6.7,19.3,23.4,0.7,0.2,0.2,0.9,0.2,0.1,0.25,1,0.6,1.6,0.2,22,40,0.55,0,0,0,22,40,0.55,0.55,54,71,0.761,17,28,45,5,0,15,17,30,98
Donyell Marshall UTA,2002,Donyell Marshall,SF,28,UTA,4,0,160,124,21.5,0.5,0.12,0.32,12,16.2,14,17.1,1.3,4.1,8.1,22.3,0.3,0.2,0.0,0.5,0.0,0.01,0.177,3.4,3.8,7.2,0.3,21,50,0.42,3,6,0.5,18,44,0.409,0.45,12,16,0.75,14,17,31,11,3,6,5,5,57
Jamal Mashburn CHH,2002,Jamal Mashburn,SF,29,CHH,1,1,419,10,-19,0,0.167,0,0,11.4,5.6,14.4,0,0,0,26.8,-0.1,0,1.4,-0.1,1.4,0.155,-0.543,-19,-5,-24.1,-0.1,0,6,0,0,1,0,0,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Tracy McGrady* ORL,2002,Tracy McGrady*,SG,22,ORL,4,4,178,178,25.6,0.553,0.176,0.505,3.9,11.7,7.9,29.3,0.6,2.7,10.5,33.8,0.5,0.1,0.5,0.6,0.5,0.138,0.158,5.4,0,5.4,0.3,42,91,0.462,5,16,0.313,37,75,0.493,0.489,34,46,0.739,6,19,25,22,2,7,13,11,123
Tracy McGrady* ORL,2003,Tracy McGrady*,SG,23,ORL,7,7,178,308,27,0.561,0.285,0.455,3.9,14.1,9.1,26.4,2.5,1.7,11.6,34.9,0.8,0.3,0.6,1.2,0.6,0.158,0.181,7.1,2.3,9.3,0.9,74,165,0.448,16,47,0.34,58,118,0.492,0.497,58,75,0.773,10,37,47,33,14,6,26,16,222
Mike Miller ORL,2002,Mike Miller,SF,21,ORL,4,1,112,72,6.4,0.417,0.381,0.19,0,7.6,3.9,12.4,3,0,14.9,18,-0.1,0.1,0.0,-0.1,0.0,0.017,-0.047,-5.1,0.4,-4.7,0,7,21,0.333,1,8,0.125,6,13,0.462,0.357,4,4,1,0,5,5,5,4,0,4,8,19
Dikembe Mutombo* PHI,2002,Dikembe Mutombo*,C,35,PHI,5,5,981,173,12.1,0.518,0,0.839,9.2,28.9,18.5,3.1,0.6,4.8,20.6,14.5,0,0,3.8,0.1,3.8,0.184,0.015,-7.1,2.5,-4.6,-0.1,14,31,0.452,0,0,0,14,31,0.452,0.452,16,26,0.615,14,39,53,3,2,9,11,16,44
Eduardo Najera DAL,2002,Eduardo Najera,PF,25,DAL,8,4,44,122,10.7,0.698,0,0.348,2.7,8.7,5.7,1.2,1.2,0,7,10.2,0.3,0,0.2,0.2,0.2,0.227,0.096,-1.2,1.7,0.4,0.1,16,23,0.696,0,0,0,16,23,0.696,0.696,5,8,0.625,3,10,13,1,3,0,2,22,37
Eduardo Najera DAL,2003,Eduardo Najera,SF,26,DAL,19,5,122,394,12.5,0.541,0,0.558,9.9,10.7,10.3,5.4,1.8,0.8,13,14.1,0.6,0.1,0.2,0.7,0.2,0.096,0.089,-1.8,2.1,0.3,0.2,39,86,0.453,0,0,0,39,86,0.453,0.453,38,48,0.792,36,38,74,15,14,4,16,53,116
Eduardo Najera DAL,2004,Eduardo Najera,SF,27,DAL,5,0,394,57,14.9,0.505,0,0.182,15.1,13.3,14.3,7.4,2.6,2.5,14.4,9.7,0.1,0,0.7,0.2,0.7,0.089,0.14,0.5,4.5,5,0.1,5,11,0.455,0,0,0,5,11,0.455,0.455,2,2,1,10,7,17,3,3,2,2,12,12
Steve Nash* DAL,2002,Steve Nash*,PG,27,DAL,8,8,370,323,18.7,0.585,0.381,0.297,2.3,8.2,5.3,32.9,0.6,0,18.4,22,0.9,-0.2,0.6,0.7,0.6,0.082,0.11,2.5,0.1,2.5,0.4,51,118,0.432,20,45,0.444,31,73,0.425,0.517,34,35,0.971,7,25,32,70,4,0,30,20,156
Steve Nash* DAL,2003,Steve Nash*,PG,28,DAL,20,20,323,729,18.1,0.565,0.296,0.245,2.2,8.3,5.3,31.1,1.2,0.1,15.2,20.7,1.8,-0.1,0.7,1.7,0.7,0.11,0.113,1.8,-0.2,1.6,0.7,115,257,0.447,37,76,0.487,78,181,0.431,0.519,55,63,0.873,15,55,70,145,17,1,51,47,322
Steve Nash* DAL,2004,Steve Nash*,PG,29,DAL,5,5,729,197,15.5,0.46,0.229,0.129,2.6,11,6.3,34.7,1,0,14,17.4,0.4,0,1.7,0.4,1.7,0.113,0.092,1.1,-0.4,0.7,0.1,27,70,0.386,6,16,0.375,21,54,0.389,0.429,8,9,0.889,6,20,26,45,4,0,12,14,68
Dirk Nowitzki DAL,2002,Dirk Nowitzki,C,23,DAL,8,8,399,357,24.8,0.577,0.171,0.451,5.1,26.1,15.7,8.2,2.2,1.2,10.1,26.7,1.1,0.3,1.7,1.4,1.7,0.206,0.193,1.1,3.1,4.2,0.6,73,164,0.445,16,28,0.571,57,136,0.419,0.494,65,74,0.878,17,88,105,18,16,6,22,27,227
Dirk Nowitzki DAL,2003,Dirk Nowitzki,PF,24,DAL,17,17,357,722,23.2,0.593,0.195,0.361,2.3,27.7,14.9,8.7,1.5,1.7,9.9,25.1,1.9,0.6,1.4,2.6,1.7,0.193,0.172,0.6,2.1,2.7,0.8,150,313,0.479,27,61,0.443,123,252,0.488,0.522,103,113,0.912,15,181,196,37,21,16,40,52,430
Dirk Nowitzki DAL,2004,Dirk Nowitzki,C,25,DAL,5,5,722,212,27.5,0.561,0.15,0.42,5.3,23.5,13.4,5.7,1.6,4.4,4.8,23.4,1,0.2,2.6,1.3,2.6,0.172,0.287,3.7,2.3,5.9,0.4,45,100,0.45,7,15,0.467,38,85,0.447,0.485,36,42,0.857,13,46,59,7,7,13,6,16,133
Dirk Nowitzki DAL,2005,Dirk Nowitzki,PF,26,DAL,13,13,212,551,20.1,0.505,0.117,0.434,5,22.4,13.4,13,1.7,2.9,9.8,27,0.9,0.3,1.3,1.2,2.6,0.287,0.104,-1.6,3.6,1.9,0.5,103,256,0.402,10,30,0.333,93,226,0.412,0.422,92,111,0.829,25,106,131,43,18,21,33,42,308
Dirk Nowitzki DAL,2006,Dirk Nowitzki,PF,27,DAL,23,23,551,983,26.8,0.596,0.16,0.547,5.6,28,16.5,12.6,1.4,1.2,8.6,26.9,3.8,1.6,1.2,5.4,2.6,0.104,0.263,5.4,2.5,7.9,2.4,196,419,0.468,23,67,0.343,173,352,0.491,0.495,205,229,0.895,47,221,268,67,25,14,49,64,620
Dirk Nowitzki DAL,2007,Dirk Nowitzki,PF,28,DAL,6,6,983,239,20.9,0.509,0.202,0.532,11.5,20.5,15.9,10.4,2.4,3.2,10.8,23.7,0.5,0.1,5.4,0.6,5.4,0.263,0.128,-0.5,2.7,2.1,0.3,36,94,0.383,4,19,0.211,32,75,0.427,0.404,42,50,0.84,25,43,68,14,11,8,14,20,118
Dirk Nowitzki DAL,2008,Dirk Nowitzki,PF,29,DAL,5,5,239,211,26.3,0.588,0.198,0.571,5,27.9,15.8,20.9,0.3,2.4,8.1,27.2,0.8,0,0.6,0.9,5.4,0.128,0.196,3.2,3.9,7.1,0.5,43,91,0.473,6,18,0.333,37,73,0.507,0.505,42,52,0.808,10,50,60,20,1,7,10,13,134
Dirk Nowitzki DAL,2009,Dirk Nowitzki,PF,30,DAL,10,10,211,394,28.4,0.635,0.124,0.547,3.9,26.6,15.8,15.2,1.2,1.7,9.8,28.2,1.7,0.2,0.9,2.0,5.4,0.196,0.238,3.4,1.6,5,0.7,88,170,0.518,6,21,0.286,82,149,0.55,0.535,86,93,0.925,12,89,101,31,9,8,23,21,268
Dirk Nowitzki DAL,2010,Dirk Nowitzki,PF,31,DAL,6,6,394,233,28.3,0.643,0.066,0.396,3.4,20.1,11.8,16.8,1.2,1.3,7.4,27,1.1,0.3,2.0,1.4,5.4,0.238,0.291,6.5,1.6,8.2,0.6,58,106,0.547,4,7,0.571,54,99,0.545,0.566,40,42,0.952,7,42,49,18,5,4,10,15,160
Dirk Nowitzki DAL,2011,Dirk Nowitzki,PF,32,DAL,21,21,233,826,25.2,0.609,0.126,0.47,1.8,23.2,12.7,13.3,0.8,1.3,12,32,2.7,0.9,1.4,3.6,5.4,0.291,0.21,2.6,1.2,3.8,1.2,192,396,0.485,23,50,0.46,169,346,0.488,0.514,175,186,0.941,12,159,171,53,12,13,65,46,582
Dirk Nowitzki DAL,2012,Dirk Nowitzki,PF,33,DAL,4,4,826,154,22.5,0.56,0.078,0.545,2.2,18.4,9.8,10.4,1,0,9.5,31.5,0.5,0,3.6,0.4,5.4,0.21,0.139,0.5,-0.1,0.4,0.1,34,77,0.442,1,6,0.167,33,71,0.465,0.448,38,42,0.905,3,22,25,7,3,0,10,9,107
Dirk Nowitzki DAL,2015,Dirk Nowitzki,PF,36,DAL,5,5,263,181,18,0.55,0.202,0.333,2.2,28.3,14.8,10.1,0.5,0.9,9.4,24,0.4,0.1,0.1,0.4,5.4,0.011,0.114,-1.7,1,-0.8,0.1,38,84,0.452,4,17,0.235,34,67,0.507,0.476,26,28,0.929,4,48,52,12,2,2,10,16,106
Dirk Nowitzki DAL,2016,Dirk Nowitzki,PF,37,DAL,5,5,181,170,18.7,0.564,0.133,0.205,2,15,8.2,9.5,0.6,1.5,7.2,26.6,0.3,-0.2,0.4,0.1,5.4,0.114,0.034,-3.2,1.6,-1.5,0,41,83,0.494,4,11,0.364,37,72,0.514,0.518,16,17,0.941,3,21,24,8,2,3,7,9,102
Jermaine O'Neal IND,2002,Jermaine O'Neal,PF,23,IND,5,5,157,192,12.6,0.497,0.013,0.316,4,18.7,11.8,5,1.1,2.9,13.9,25.1,-0.1,0.4,0.2,0.3,0.2,0.046,0.065,-3.4,1.2,-2.2,0,34,76,0.447,0,1,0,34,75,0.453,0.447,18,24,0.75,6,32,38,5,4,8,14,24,86
Jermaine O'Neal IND,2003,Jermaine O'Neal,PF,24,IND,6,6,192,272,22.1,0.568,0.033,0.707,9.6,34.2,21.6,3.2,0.6,6,13,23.4,0.5,0.4,0.3,0.9,0.3,0.065,0.164,-2.2,1.8,-0.4,0.1,43,92,0.467,0,3,0,43,89,0.483,0.467,51,65,0.785,24,81,105,4,3,18,18,22,137
Jermaine O'Neal IND,2004,Jermaine O'Neal,PF,25,IND,16,16,272,604,19.4,0.479,0.015,0.404,5.4,22.1,13.7,7,0.7,4.7,8.3,27.9,0.7,1.2,0.9,1.8,0.9,0.164,0.147,-0.8,0.6,-0.2,0.3,115,272,0.423,0,4,0,115,268,0.429,0.423,77,110,0.7,29,117,146,19,8,36,29,53,307
Jermaine O'Neal IND,2005,Jermaine O'Neal,PF,26,IND,13,13,604,476,12.3,0.429,0.014,0.341,5.2,20.7,12.9,14,0.8,5.7,12.9,28.4,-1,1,1.8,0.0,1.8,0.147,0.0,-4.7,2.9,-1.8,0,77,211,0.365,0,3,0,77,208,0.37,0.365,54,72,0.75,21,83,104,29,7,34,36,48,208
Jermaine O'Neal IND,2006,Jermaine O'Neal,PF,27,IND,6,6,476,216,18.6,0.587,0.024,0.631,5.6,20.3,13.2,10.4,0.8,5.3,19.5,30.2,0,0.3,0.0,0.3,1.8,0.0,0.074,-2.7,2,-0.6,0.1,44,84,0.524,0,2,0,44,82,0.537,0.524,38,53,0.717,9,36,45,10,3,14,26,28,126
Morris Peterson TOR,2002,Morris Peterson,SF,24,TOR,5,5,110,154,8.4,0.431,0.347,0.204,2.4,8.5,5.5,12.7,1.8,1.8,11.6,18.4,-0.1,0.2,0.3,0.1,0.3,0.142,0.029,-1.7,0.1,-1.6,0,18,49,0.367,2,17,0.118,16,32,0.5,0.388,8,10,0.8,3,11,14,11,5,3,7,17,46
Don Reid ORL,2002,Don Reid,PF,28,ORL,4,0,25,38,9.2,0.654,0,0.333,9.2,8.6,8.9,0,1.4,3.7,0,8.8,0.1,0,0.1,0.1,0.1,0.14,0.16,-1.9,0.4,-1.4,0,4,6,0.667,0,0,0,4,6,0.667,0.667,1,2,0.5,3,3,6,0,1,2,0,15,9
Michael Stewart TOR,2002,Michael Stewart,C,26,TOR,1,0,4,8,22.8,1,0,0,0,44.6,22.8,0,0,11.5,33.3,17.6,0,0,0.0,0.0,0.0,-0.153,0.144,-5.5,0.7,-4.7,0,2,2,1,0,0,0,2,2,1,1,0,0,0,0,3,3,0,0,1,1,2,4
