PlayerId,Year,Player,Pos,Age,Tm,G,GS,MP_old,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS_old,WS,WS_max,WS/48_old,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS 
Zydrunas Ilgauskas CLE,2009,Zydrunas Ilgauskas,C,33,CLE,14,14,393,407,14.5,0.482,0.094,0.239,8.8,25.3,17.3,7.4,0.7,2.8,5.6,19.2,0.4,0.7,1.2,1.1,2.3,0.145,0.131,-1.4,0.9,-0.5,0.2,62,138,0.449,2,13,0.154,60,125,0.48,0.457,21,33,0.636,27,82,109,17,5,13,9,47,147
Zydrunas Ilgauskas CLE,2010,Zydrunas Ilgauskas,C,34,CLE,7,0,407,69,9.7,0.419,0,0.231,12.5,6.8,9.6,6.6,0,7.1,6.5,10.3,0,0.1,1.1,0.1,2.3,0.131,0.087,-2.8,3.1,0.3,0,5,13,0.385,0,0,0,5,13,0.385,0.385,2,3,0.667,7,4,11,3,0,7,1,10,12
LeBron James CLE,2007,LeBron James,SF,22,CLE,20,20,604,893,23.9,0.516,0.188,0.491,3.4,17.9,10.6,37.4,2.1,1,12,29.7,2.1,1.6,1.7,3.7,1.7,0.135,0.2,6.3,2.2,8.5,2.4,166,399,0.416,21,75,0.28,145,324,0.448,0.442,148,196,0.755,26,135,161,159,34,10,66,40,501
LeBron James CLE,2008,LeBron James,SF,23,CLE,13,13,893,552,24.3,0.525,0.255,0.607,3.4,19.3,11.2,40.5,2.3,2.6,13.4,34.7,1,1.2,3.7,2.2,3.7,0.2,0.187,7,4.3,11.3,1.9,113,275,0.411,18,70,0.257,95,205,0.463,0.444,122,167,0.731,16,86,102,99,23,17,54,33,366
LeBron James CLE,2009,LeBron James,SF,24,CLE,14,14,552,580,37.4,0.618,0.26,0.638,4.3,23.6,14.2,39.5,2.2,1.8,8.7,36.4,3.7,1.1,2.2,4.8,3.7,0.187,0.399,14.8,3.4,18.2,2.9,159,312,0.51,27,81,0.333,132,231,0.571,0.553,149,199,0.749,19,109,128,102,23,12,38,30,494
LeBron James CLE,2010,LeBron James,SF,25,CLE,11,11,580,460,28.6,0.607,0.237,0.569,4,22.1,13.3,36.8,2.1,3,13.7,30.9,1.5,0.8,4.8,2.3,4.8,0.399,0.242,7.5,3.7,11.2,1.5,106,211,0.502,20,50,0.4,86,161,0.534,0.55,88,120,0.733,15,87,102,84,19,20,42,23,320
LeBron James CLE,2016,LeBron James,SF,31,CLE,21,21,844,822,30,0.585,0.225,0.297,6.1,22.4,14.4,36.6,3.2,3.2,13.7,30.7,3.2,1.5,3.0,4.7,4.8,0.173,0.274,7.3,5.8,13.1,3.1,219,417,0.525,32,94,0.34,187,323,0.579,0.564,82,124,0.661,42,158,200,160,49,27,75,54,552
LeBron James CLE,2017,LeBron James,SF,32,CLE,18,18,822,744,30.1,0.649,0.279,0.422,3.1,21.6,12.8,33.8,2.3,2.6,13.7,31.6,3.2,1.1,4.7,4.3,4.8,0.274,0.275,7.3,4.2,11.5,2.5,217,384,0.565,44,107,0.411,173,277,0.625,0.622,113,162,0.698,19,145,164,141,35,23,72,43,591
LeBron James CLE,2018,LeBron James,PF,33,CLE,22,22,744,922,32.2,0.619,0.224,0.418,3.9,22.3,12.9,46.4,1.7,2.3,13.5,35,4.2,1,4.3,5.2,4.8,0.275,0.269,9.9,4.1,14,3.7,275,510,0.539,39,114,0.342,236,396,0.596,0.577,159,213,0.746,31,169,200,198,30,23,94,52,748
Damon Jones CLE,2007,Damon Jones,PG,30,CLE,11,0,181,139,7,0.476,0.846,0.115,0.8,6.8,3.8,13.1,0,0,0,9.5,0.2,0.1,0.1,0.3,0.1,0.034,0.101,-0.1,-2.5,-2.6,0,8,26,0.308,7,22,0.318,1,4,0.25,0.442,3,3,1,1,8,9,11,0,0,0,10,26
Damon Jones CLE,2008,Damon Jones,SG,31,CLE,5,0,139,26,-3.3,0.3,0.7,0,0,0,0,6.7,0,0,9.1,20.1,-0.1,0,0.3,-0.1,0.3,0.101,-0.148,-7.3,-5.4,-12.7,-0.1,2,10,0.2,2,7,0.286,0,3,0,0.3,0,0,0,0,0,0,1,0,0,1,1,6
James Jones PHO,2007,James Jones,SF,26,PHO,11,6,353,171,11.6,0.673,0.5,0.306,2.1,7.7,5.1,2.5,0.6,0.9,8.9,11.8,0.3,0.1,0.2,0.4,0.2,0.026,0.115,1.4,0.8,2.2,0.2,19,36,0.528,8,18,0.444,11,18,0.611,0.639,9,11,0.818,3,12,15,3,2,2,4,11,55
Jason Kapono MIA,2007,Jason Kapono,SF,25,MIA,4,1,2,77,8,0.559,0.235,0.118,0,8.2,4,4.4,1.4,0,5.3,11.6,0.1,0,0.0,0.1,0.0,0.033,0.047,-3.2,0.7,-2.6,0,8,17,0.471,2,4,0.5,6,13,0.462,0.529,2,2,1,0,5,5,2,2,0,1,9,20
Linas Kleiza DEN,2007,Linas Kleiza,PF,22,DEN,5,0,14,66,0.5,0.288,0.462,0.154,0,13.7,7,4.6,0,0,0,9.7,-0.1,0,0.0,-0.1,0.0,0.039,-0.045,-6.4,2.2,-4.2,0,3,13,0.231,1,6,0.167,2,7,0.286,0.269,1,2,0.5,0,8,8,2,0,0,0,6,8
Linas Kleiza DEN,2008,Linas Kleiza,SF,23,DEN,4,3,66,122,15.4,0.599,0.341,0.317,6.6,16.3,11.2,4.1,0.4,0,9.7,17.6,0.3,-0.1,-0.1,0.2,0.0,-0.045,0.081,-1.2,0.5,-0.7,0,22,41,0.537,3,14,0.214,19,27,0.704,0.573,9,13,0.692,8,18,26,3,1,0,5,11,56
Linas Kleiza DEN,2009,Linas Kleiza,SF,24,DEN,14,0,122,210,18.4,0.633,0.606,0.364,4.5,21.4,12.8,5.3,1.2,0.4,2.5,17.1,0.7,0.2,0.2,0.9,0.2,0.081,0.199,3.4,-1.5,1.9,0.2,31,66,0.47,17,40,0.425,14,26,0.538,0.598,18,24,0.75,8,37,45,7,5,1,2,17,97
Donyell Marshall CLE,2007,Donyell Marshall,PF,33,CLE,19,0,345,204,9.8,0.454,0.652,0.159,6.9,16.8,11.8,4.5,0.8,1.7,6.3,18.6,0.1,0.3,0.9,0.4,0.9,0.123,0.092,-0.4,-1.8,-2.2,0,23,69,0.333,14,45,0.311,9,24,0.375,0.435,7,11,0.636,12,29,41,5,3,4,5,30,67
Bostjan Nachbar NJN,2007,Bostjan Nachbar,SF,26,NJN,12,0,1,281,12.5,0.568,0.505,0.232,2.2,12.5,7.5,11.9,1.3,0.3,14.7,21,0.2,0.4,0.0,0.6,0.0,0.008,0.102,0.8,-1.1,-0.3,0.1,40,95,0.421,18,48,0.375,22,47,0.468,0.516,21,22,0.955,5,30,35,18,7,1,18,30,119
Ira Newble CLE,2007,Ira Newble,SF,32,CLE,6,0,11,10,-9.3,0,1,0,0,11.8,5.9,15.1,0,0,0,9.6,0,0,0.1,0.0,0.1,0.273,-0.128,-7.5,-1.8,-9.3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0
Fabricio Oberto SAS,2007,Fabricio Oberto,PF,31,SAS,20,12,34,415,14.2,0.628,0.013,0.263,11.9,15.8,13.9,5.5,0.8,0.7,10.1,11.3,1,0.4,-0.1,1.5,-0.1,-0.09,0.168,1.2,1,2.3,0.4,50,80,0.625,0,1,0,50,79,0.633,0.625,12,21,0.571,41,57,98,14,6,4,10,54,112
Fabricio Oberto SAS,2008,Fabricio Oberto,PF,32,SAS,17,9,415,331,9.4,0.625,0,0.217,5.2,19.5,12.4,9.3,1,1.1,21.7,9.3,0.3,0.5,1.5,0.7,1.5,0.168,0.107,-2.5,3.5,1,0.3,28,46,0.609,0,0,0,28,46,0.609,0.609,7,10,0.7,15,56,71,20,6,5,14,48,63
Fabricio Oberto SAS,2009,Fabricio Oberto,C,33,SAS,2,0,331,22,27.3,0.773,0,0.667,10.5,11.6,11,0,5.1,0,20.5,22,0.1,0,0.7,0.1,1.5,0.107,0.24,0.2,-0.4,-0.3,0,4,6,0.667,0,0,0,4,6,0.667,0.667,4,4,1,2,2,4,0,2,0,2,2,12
Lamar Odom LAL,2007,Lamar Odom,PF,27,LAL,5,5,314,192,20.6,0.508,0.129,0.282,11.1,28.8,19.3,9.9,0.5,2.5,9.5,23.8,0.4,0,0.5,0.4,0.5,0.084,0.095,-1.6,3.3,1.7,0.2,41,85,0.482,3,11,0.273,38,74,0.514,0.5,12,24,0.5,20,45,65,11,2,6,10,17,97
Lamar Odom LAL,2008,Lamar Odom,PF,28,LAL,21,21,192,786,15.9,0.55,0.05,0.583,7.3,23,15.5,12.6,0.9,2.6,14.6,18.8,0.9,1,0.4,1.9,0.5,0.095,0.113,-1,3.8,2.8,1,107,218,0.491,3,11,0.273,104,207,0.502,0.498,84,127,0.661,47,162,209,62,14,27,47,72,301
Lamar Odom LAL,2009,Lamar Odom,PF,29,LAL,23,5,786,735,18,0.587,0.17,0.388,10.3,23,16.7,9.1,1.1,3.5,13.9,17.5,1.3,1.3,1.9,2.6,1.9,0.113,0.173,1.9,2.6,4.6,1.2,108,206,0.524,18,35,0.514,90,171,0.526,0.568,49,80,0.613,64,146,210,42,16,31,39,75,283
Lamar Odom LAL,2010,Lamar Odom,PF,30,LAL,23,0,735,667,15.4,0.514,0.211,0.258,10.5,23.9,17.2,10.7,1.2,2.5,11.5,16.7,0.8,0.9,2.6,1.7,2.6,0.173,0.125,-0.3,2.4,2.1,0.7,91,194,0.469,10,41,0.244,81,153,0.529,0.495,30,50,0.6,60,138,198,46,15,21,28,84,222
Lamar Odom LAL,2011,Lamar Odom,PF,31,LAL,10,1,667,286,15.5,0.527,0.204,0.388,5.3,24.3,14.2,13,0.4,1.2,11.6,21.5,0.4,0.1,1.7,0.5,2.6,0.125,0.086,-1.1,0.1,-1,0.1,45,98,0.459,4,20,0.2,41,78,0.526,0.48,27,38,0.711,13,52,65,21,2,4,15,25,121
Smush Parker LAL,2007,Smush Parker,PG,25,LAL,5,0,258,59,3.5,0.305,0.462,0.308,7.2,6.3,6.8,6.7,2.6,1.3,16.9,13.1,-0.1,0,-0.2,-0.1,-0.2,-0.034,-0.079,-5.9,4.4,-1.5,0,2,13,0.154,1,6,0.167,1,7,0.143,0.192,4,4,1,4,3,7,3,3,1,3,8,9
Sasha Pavlovic CLE,2007,Sasha Pavlovic,SG,23,CLE,20,20,4,616,6.7,0.447,0.307,0.19,2.5,7.3,4.9,9.5,1.7,0.7,14.9,18.8,-0.7,0.8,0.0,0.1,0.0,-0.476,0.01,-2.4,0,-2.4,-0.1,72,189,0.381,20,58,0.345,52,131,0.397,0.434,19,36,0.528,13,38,51,32,19,5,36,64,183
Sasha Pavlovic CLE,2008,Sasha Pavlovic,SG,24,CLE,8,0,616,111,5.7,0.489,0.346,0.231,6.4,4.5,5.5,1.6,1,0,6.5,13.1,0.1,0.1,0.1,0.2,0.1,0.01,0.073,-1.8,-0.8,-2.6,0,10,26,0.385,4,9,0.444,6,17,0.353,0.462,4,6,0.667,6,4,10,1,2,0,2,17,28
Sasha Pavlovic CLE,2009,Sasha Pavlovic,SF,25,CLE,11,0,111,91,10,0.539,0.4,0.15,1.5,19.3,10.6,7.2,2.5,0,12.3,12.9,0,0.2,0.2,0.2,0.2,0.073,0.098,-1.6,0.8,-0.8,0,10,20,0.5,2,8,0.25,8,12,0.667,0.55,1,3,0.333,1,14,15,4,4,0,3,9,23
Gary Payton* MIA,2007,Gary Payton*,PG,38,MIA,2,0,560,32,-7.3,0,0.333,0,0,15.8,7.6,13.5,0,0,57.1,10.3,-0.2,0,1.1,-0.2,1.1,0.094,-0.258,-14.2,2.1,-12.1,-0.1,0,3,0,0,1,0,0,2,0,0,0,0,0,0,4,4,3,0,0,4,3,0
James Posey MIA,2007,James Posey,SF,30,MIA,4,1,607,139,11.5,0.55,0.731,0.192,0.8,27.3,13.6,7,3,2.8,15.1,11.3,0,0.2,2.1,0.2,2.1,0.163,0.082,-2.9,5.4,2.6,0.2,10,26,0.385,6,19,0.316,4,7,0.571,0.5,5,5,1,1,30,31,6,8,5,5,18,31
Eric Snow CLE,2007,Eric Snow,PG,33,CLE,19,0,408,244,7.9,0.362,0.079,0.368,3.3,10.2,6.7,19.4,2.5,0.7,15.3,10.3,-0.1,0.4,0.3,0.3,0.3,0.034,0.062,-3.3,1.6,-1.7,0,12,38,0.316,0,3,0,12,35,0.343,0.316,8,14,0.571,7,21,28,29,11,2,8,22,32
Mike Sweetney CHI,2007,Mike Sweetney,C,24,CHI,1,0,120,3,-4.2,0.347,0,1,0,0,0,0,0,0,0,44.4,0,0,0.3,0.0,0.3,0.124,-0.366,-12.7,-11,-23.7,0,1,2,0.5,0,0,0,1,2,0.5,0.5,0,2,0,0,0,0,0,0,0,0,1,2
Donell Taylor WAS,2007,Donell Taylor,SG,24,WAS,2,0,3,17,-1.3,0.233,0,0.167,0,21.9,9.9,35.9,0,0,23.7,23.5,-0.1,0,0.0,-0.1,0.0,-0.019,-0.297,-13.3,1.5,-11.8,0,1,6,0.167,0,0,0,1,6,0.167,0.167,1,1,1,0,3,3,4,0,0,2,2,3
Kurt Thomas PHO,2007,Kurt Thomas,C,34,PHO,11,5,6,212,17.3,0.573,0,0.262,6.3,22.4,14.8,8.7,1.4,3.2,11,17.3,0.4,0.3,0.0,0.7,0.0,0.062,0.156,-0.4,4.2,3.7,0.3,34,65,0.523,0,0,0,34,65,0.523,0.523,15,17,0.882,11,43,54,12,6,9,9,25,83
Ronny Turiaf LAL,2007,Ronny Turiaf,C,24,LAL,4,0,25,48,14.8,0.462,0,0.714,13.3,15.4,14.3,3,2.1,1.6,5.2,17.5,0.1,0,0.1,0.1,0.1,0.175,0.087,-3.4,2.5,-0.9,0,5,14,0.357,0,0,0,5,14,0.357,0.357,7,10,0.7,6,6,12,1,2,1,1,8,17
Ronny Turiaf LAL,2008,Ronny Turiaf,C,25,LAL,19,0,48,187,5.3,0.437,0,0.472,3.9,12.5,8.4,3.9,0.6,7.3,17.1,12.9,-0.2,0.2,0.1,0.0,0.1,0.087,-0.001,-6.9,4.7,-2.3,0,14,36,0.389,0,0,0,14,36,0.389,0.389,10,17,0.588,6,21,27,5,2,18,9,41,38
Anderson Varejao CLE,2007,Anderson Varejao,C,24,CLE,20,0,238,447,14.9,0.535,0.044,0.533,12,19.3,15.6,4.4,2.6,2.1,15.3,14.1,0.5,1,1.1,1.4,1.1,0.216,0.152,-0.6,2.5,1.9,0.4,46,90,0.511,0,4,0,46,86,0.535,0.511,27,48,0.563,46,73,119,11,21,11,20,53,119
Anderson Varejao CLE,2008,Anderson Varejao,C,25,CLE,13,0,447,240,9,0.419,0,0.389,9.9,24.2,16.9,6.7,1.9,0.4,12.5,14.3,-0.1,0.5,1.4,0.3,1.4,0.152,0.068,-4.1,2.5,-1.6,0,22,54,0.407,0,0,0,22,54,0.407,0.407,9,21,0.429,20,47,67,9,8,1,9,30,53
Anderson Varejao CLE,2009,Anderson Varejao,PF,26,CLE,14,14,240,420,13,0.529,0,0.268,13,14.6,13.8,3.1,2.4,3.3,14.1,12.3,0.4,0.8,0.3,1.2,1.4,0.068,0.139,-0.1,3.1,3,0.5,41,82,0.5,0,0,0,41,82,0.5,0.5,15,22,0.682,41,49,90,8,18,16,15,49,97
Anderson Varejao CLE,2010,Anderson Varejao,PF,27,CLE,11,0,420,255,11.6,0.511,0.021,0.646,10.6,22.4,16.7,4.2,2.2,2.5,16.3,13.4,0.1,0.4,1.2,0.6,1.4,0.139,0.105,-3.1,2.7,-0.4,0.1,20,48,0.417,0,1,0,20,47,0.426,0.417,23,31,0.742,22,49,71,7,11,9,12,38,63
Sasha Vujacic LAL,2007,Sasha Vujacic,SG,22,LAL,4,0,129,43,9.3,0.611,0.444,0,4.9,5.7,5.3,10.3,1.2,0,25,12.1,0,0,0.4,0.0,0.4,0.143,0.006,-2.7,2.1,-0.6,0,5,9,0.556,1,4,0.25,4,5,0.8,0.611,0,0,0,2,2,4,3,1,0,3,4,11
Sasha Vujacic LAL,2008,Sasha Vujacic,SG,23,LAL,21,0,43,456,10.7,0.557,0.572,0.254,2.1,9.3,5.9,5.5,1.4,0.7,10.5,17.3,0.3,0.3,0.0,0.6,0.4,0.006,0.066,-0.3,0.2,-0.1,0.2,55,138,0.399,31,79,0.392,24,59,0.407,0.511,30,35,0.857,8,38,46,16,12,4,18,44,171
Sasha Vujacic LAL,2009,Sasha Vujacic,SG,24,LAL,23,0,456,250,4.2,0.368,0.56,0.066,3.3,11.6,7.5,7.1,2.1,1.3,9.6,19,-0.5,0.4,0.6,-0.1,0.6,0.066,-0.021,-3.4,-0.4,-3.8,-0.1,24,91,0.264,16,51,0.314,8,40,0.2,0.352,5,6,0.833,7,25,32,12,10,4,10,34,69
Sasha Vujacic LAL,2010,Sasha Vujacic,SG,25,LAL,10,0,250,76,14.1,0.605,0.652,0.261,4.6,7.6,6.1,10.2,1.4,0,10.5,17.2,0.2,0,-0.1,0.2,0.6,-0.021,0.14,2.1,-2.2,-0.1,0,10,23,0.435,6,15,0.4,4,8,0.5,0.565,5,6,0.833,3,5,8,5,2,0,3,8,31
Antoine Walker MIA,2007,Antoine Walker,PF,30,MIA,4,0,862,92,15.9,0.562,0.432,0.297,2.6,9.6,6,12.3,1.1,0.9,8.7,23.6,0.2,0,1.2,0.2,1.2,0.067,0.094,1.2,-1,0.2,0.1,15,37,0.405,8,16,0.5,7,21,0.333,0.514,9,11,0.818,2,7,9,6,2,1,4,11,47
Jason Williams MIA,2007,Jason Williams,PG,31,MIA,4,4,686,112,8.3,0.381,0.607,0.179,0,9,4.4,19.8,2.3,0.7,9,14,-0.1,0.1,1.3,0.0,1.3,0.091,-0.012,-3.6,1.2,-2.4,0,7,28,0.25,5,17,0.294,2,11,0.182,0.339,4,5,0.8,0,8,8,14,5,1,3,5,23
Antoine Wright NJN,2007,Antoine Wright,SG,22,NJN,12,0,10,163,10.7,0.569,0.167,0.278,3.7,13,8.4,1.1,1.7,2,11,13.4,0.1,0.3,0.0,0.4,0.0,-0.086,0.115,-2.7,0.2,-2.5,0,17,36,0.472,3,6,0.5,14,30,0.467,0.514,9,10,0.9,5,18,23,1,5,4,5,14,46
Rafer Alston HOU,2008,Rafer Alston,PG,31,HOU,4,4,309,126,18,0.568,0.521,0.104,1.7,3.6,2.7,28.4,1.8,0,10.7,21.2,0.3,0.1,0.4,0.4,0.4,0.063,0.142,3.9,-1.4,2.5,0.1,21,48,0.438,11,25,0.44,10,23,0.435,0.552,4,5,0.8,2,4,6,18,4,0,6,7,57
Carlos Arroyo ORL,2008,Carlos Arroyo,PG,28,ORL,4,0,40,30,4.5,0.615,0.25,0.5,0,7.7,3.9,19.9,0,0,38.1,12.5,0,0,0.0,0.0,0.0,0.016,-0.011,-5.3,-1,-6.3,0,2,4,0.5,0,1,0,2,3,0.667,0.5,2,2,1,0,2,2,4,0,0,3,4,6
J.J. Barea DAL,2008,J.J. Barea,PG,23,DAL,1,0,4,5,71.7,1,0.5,0,0,0,0,100,0,0,0,37.1,0.1,0,0.0,0.1,0.0,-0.351,0.561,43,-10.6,32.4,0,3,4,0.75,2,2,1,1,2,0.5,1,0,0,0,0,0,0,1,0,0,0,1,8
J.J. Barea DAL,2009,J.J. Barea,SG,24,DAL,10,4,5,221,13.5,0.495,0.225,0.183,1.7,9.1,5.6,25.6,0.7,0,7.3,17.8,0.3,0,0.1,0.3,0.1,0.561,0.062,-1.2,-1.4,-2.6,0,31,71,0.437,5,16,0.313,26,55,0.473,0.472,9,13,0.692,3,17,20,34,3,0,6,13,76
J.J. Barea DAL,2010,J.J. Barea,PG,25,DAL,6,0,221,105,8,0.457,0.27,0.081,4.3,8.5,6.4,25.3,1,0.7,20.7,21.5,-0.2,0.1,0.3,-0.1,0.3,0.062,-0.024,-3,0,-2.9,0,15,37,0.405,4,10,0.4,11,27,0.407,0.459,1,3,0.333,4,8,12,15,2,1,10,13,35
J.J. Barea DAL,2011,J.J. Barea,PG,26,DAL,21,3,105,390,16.8,0.5,0.291,0.198,2.6,9.6,6.1,34.3,0.9,0,11,26.3,0.6,0.2,-0.1,0.8,0.3,-0.024,0.1,1.9,-1,0.8,0.3,72,172,0.419,16,50,0.32,56,122,0.459,0.465,27,34,0.794,8,31,39,71,6,0,23,28,187
J.J. Barea DAL,2016,J.J. Barea,PG,31,DAL,4,2,154,100,2,0.358,0.235,0.059,0,7.3,3.5,31.9,0,0,24,21.2,-0.3,-0.2,0.1,-0.5,0.8,0.04,-0.241,-11.7,-0.6,-12.2,-0.3,11,34,0.324,1,8,0.125,10,26,0.385,0.338,2,2,1,0,6,6,20,0,0,11,8,25
Andrea Bargnani TOR,2008,Andrea Bargnani,PF,22,TOR,5,5,181,104,5.2,0.401,0.41,0.051,1.1,6.6,3.8,3,2,2.8,4.8,18.6,-0.2,0,0.4,-0.2,0.4,0.108,-0.079,-6.7,1.7,-5,-0.1,13,39,0.333,4,16,0.25,9,23,0.391,0.385,2,2,1,1,6,7,2,4,3,2,15,32
Shane Battier HOU,2008,Shane Battier,SF,29,HOU,6,6,272,246,9.4,0.602,0.556,0.244,3.1,7.5,5.2,2.1,1.4,1.6,13.8,11.2,0.2,0.2,0.8,0.4,0.8,0.135,0.079,-0.8,3,2.3,0.3,20,45,0.444,12,25,0.48,8,20,0.4,0.578,8,11,0.727,7,16,23,3,6,5,8,19,60
Shane Battier HOU,2009,Shane Battier,SG,30,HOU,13,13,246,496,11.1,0.576,0.667,0.284,5.2,9.9,7.6,9.7,1.6,1.4,14.1,10.3,0.6,0.5,0.4,1.1,0.8,0.079,0.11,1.4,4.1,5.6,1,33,81,0.407,17,54,0.315,16,27,0.593,0.512,22,23,0.957,21,43,64,31,14,9,15,33,105
Andray Blatche WAS,2008,Andray Blatche,PF,21,WAS,6,0,25,89,7.9,0.419,0.048,0.571,9.1,17.2,13.1,2,1.2,5.8,16,16.8,-0.1,0.1,0.1,0.0,0.1,0.13,-0.02,-6.9,2.8,-4.1,0,9,21,0.429,0,1,0,9,20,0.45,0.429,4,12,0.333,7,13,20,1,2,6,5,15,22
Matt Bonner SAS,2008,Matt Bonner,PF,27,SAS,2,0,25,9,26.8,0.667,0,0,0,25.6,12.8,43.7,0,0,0,15.9,0,0,0.0,0.1,0.0,-0.055,0.306,4.5,0.1,4.5,0,2,3,0.667,0,0,0,2,3,0.667,0.667,0,0,0,0,2,2,2,0,0,0,0,4
Matt Bonner SAS,2009,Matt Bonner,PF,28,SAS,5,5,9,100,3.3,0.314,0.565,0.087,7,12.8,9.7,0,1.7,1.8,7.7,12.9,-0.2,0.1,0.1,-0.1,0.1,0.306,-0.063,-7.3,-0.2,-7.5,-0.1,5,23,0.217,3,13,0.231,2,10,0.2,0.283,2,2,1,6,10,16,0,3,2,2,10,15
Matt Bonner SAS,2010,Matt Bonner,PF,29,SAS,10,0,100,173,8.6,0.557,0.614,0.045,4.6,16.5,10.6,3.6,0.3,1.4,13.5,14,0.1,0.1,-0.1,0.2,0.1,-0.063,0.048,-2.2,-0.2,-2.3,0,19,44,0.432,10,27,0.37,9,17,0.529,0.545,2,2,1,7,25,32,4,1,3,7,22,50
Matt Bonner SAS,2011,Matt Bonner,PF,30,SAS,6,0,173,123,11.8,0.646,0.72,0.4,6.5,11.6,9,2.7,0.4,0.6,3.3,11.6,0.3,0.1,0.2,0.4,0.2,0.048,0.159,2.1,-1.1,1,0.1,12,25,0.48,6,18,0.333,6,7,0.857,0.6,8,10,0.8,7,12,19,2,1,1,1,18,38
Matt Bonner SAS,2012,Matt Bonner,PF,31,SAS,13,0,123,165,5.6,0.453,0.719,0.156,1.5,15.6,8.8,7.5,0.6,1.8,8.1,10.5,0,0.1,0.4,0.2,0.4,0.159,0.049,-1.7,1.6,-0.1,0.1,10,32,0.313,8,23,0.348,2,9,0.222,0.438,3,5,0.6,2,23,25,9,2,4,3,24,31
Matt Bonner SAS,2013,Matt Bonner,PF,32,SAS,20,1,165,267,12.7,0.63,0.542,0.203,4,12.5,8.4,3.4,1,1.4,3,11.7,0.6,0.3,0.2,0.9,0.4,0.049,0.169,2.2,0,2.2,0.3,28,59,0.475,15,32,0.469,13,27,0.481,0.602,10,12,0.833,9,30,39,6,5,5,2,35,81
Matt Bonner SAS,2014,Matt Bonner,PF,33,SAS,22,2,267,136,8.8,0.593,0.571,0.19,1.8,10.1,6,10.8,0.8,0.6,8.1,8.5,0.2,0.1,0.9,0.3,0.9,0.169,0.122,0.7,0.8,1.5,0.1,10,21,0.476,4,12,0.333,6,9,0.667,0.571,3,4,0.75,2,12,14,11,2,1,2,12,27
Matt Bonner SAS,2015,Matt Bonner,PF,34,SAS,7,0,136,36,-2.2,0.3,0.9,0,0,18.4,8.9,3.8,0,2.2,9.1,13.7,-0.1,0,0.3,-0.1,0.9,0.122,-0.089,-7.2,0.6,-6.6,0,2,10,0.2,2,9,0.222,0,1,0,0.3,0,0,0,0,6,6,1,0,1,1,8,6
Carlos Boozer UTA,2008,Carlos Boozer,PF,26,UTA,12,12,654,441,13.8,0.462,0,0.306,10.6,28.5,19.2,13.3,0.7,0.4,14.8,25.1,-0.1,0.4,2.5,0.3,2.5,0.181,0.029,-3.8,2.1,-1.7,0,76,183,0.415,0,0,0,76,183,0.415,0.415,40,56,0.714,42,105,147,34,6,2,36,47,192
Carlos Boozer UTA,2009,Carlos Boozer,PF,27,UTA,5,5,441,186,20.4,0.589,0,0.486,7.1,34.8,20.4,11.3,2.2,0.9,14.6,24.3,0.3,0.2,0.3,0.4,2.5,0.029,0.114,-2.4,3.6,1.2,0.2,38,72,0.528,0,0,0,38,72,0.528,0.528,27,35,0.771,12,54,66,11,8,2,15,18,103
Carlos Boozer UTA,2010,Carlos Boozer,PF,28,UTA,10,10,186,402,17.6,0.537,0,0.208,9.6,29.3,19.3,13,0.5,1.4,11.6,23,0.4,0.2,0.4,0.6,2.5,0.114,0.07,-2.4,2.7,0.3,0.2,89,168,0.53,0,0,0,89,168,0.53,0.53,19,35,0.543,33,99,132,30,4,7,24,38,197
Chris Bosh TOR,2008,Chris Bosh,C,23,TOR,5,5,222,199,23,0.558,0.079,0.472,11.4,14.3,12.8,16,2.1,1,10.8,27.9,0.5,0.1,0.3,0.6,0.3,0.074,0.141,1.6,2.4,4.1,0.3,42,89,0.472,1,7,0.143,41,82,0.5,0.478,35,42,0.833,20,25,45,18,8,2,13,19,120
Ronnie Brewer UTA,2008,Ronnie Brewer,SG,22,UTA,12,12,41,305,17.2,0.56,0.061,0.255,6.2,8.2,7.2,10.6,2.1,1.1,3.5,16.8,0.8,0.2,0.1,1.0,0.1,0.138,0.154,1.4,2.2,3.5,0.4,51,98,0.52,1,6,0.167,50,92,0.543,0.526,19,25,0.76,17,21,38,19,12,4,4,29,122
Ronnie Brewer UTA,2009,Ronnie Brewer,SF,23,UTA,5,5,305,158,9.3,0.455,0.041,0.327,4.9,12.2,8.4,13.7,2.3,0.5,16.4,18.7,-0.1,0,1.0,-0.1,1.0,0.154,-0.035,-5.9,2.9,-2.9,0,20,49,0.408,0,2,0,20,47,0.426,0.408,11,16,0.688,7,16,23,13,7,1,11,9,51
Jose Calderon TOR,2008,Jose Calderon,PG,26,TOR,5,0,146,120,21.7,0.565,0.42,0.1,3.8,13.3,8.5,49.3,0.4,0,10.3,22.4,0.4,0,0.2,0.4,0.2,0.075,0.159,4.6,-0.8,3.8,0.2,22,50,0.44,10,21,0.476,12,29,0.414,0.54,5,5,1,4,14,18,35,1,0,6,15,59
