Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2008,Tayshaun Prince,SF,27,DET,17,671,14.1,0.527,0.12,0.163,6,11.9,8.9,14.7,1.2,1,12.6,18.6,,0.6,0.6,1.2,0.088,,0.5,1.6,2.2,0.7
2008,Vladimir Radmanovic,SF,27,LAL,21,481,11.7,0.547,0.517,0.04,5.8,13.2,9.7,10.3,1.4,0.2,12,16.7,,0.4,0.4,0.8,0.076,,0.5,1,1.5,0.4
2008,Shavlik Randolph,PF,24,PHI,2,4,17.4,0.543,0,4,0,0,0,0,0,0,0,32.2,,0,0,0,0.268,,-1.1,-6.8,-7.9,0
2008,Theo Ratliff,C,34,DET,12,131,8.5,0.515,0,0.667,13.4,12.8,13.1,1.2,0.4,6.9,20.5,7.3,,0.1,0.2,0.3,0.092,,-3.1,3.7,0.6,0.1
2008,J.J. Redick,SG,23,ORL,2,10,-17,0,0.75,0,0,11.5,5.9,0,0,0,0,19.1,,-0.1,0,-0.1,-0.424,,-16.2,-4.3,-20.5,0
2008,Jeremy Richardson,SF,23,ATL,3,6,-8.9,0.25,0,0,0,0,0,0,0,0,0,31.7,,0,0,0,-0.359,,-17.4,-5.7,-23.1,0
2008,Rajon Rondo,PG,21,BOS,26,831,15.8,0.454,0.076,0.259,6,10.1,8.1,36.3,3,0.8,13.8,19.7,,0.7,1.3,2.1,0.121,,1.3,1.9,3.2,1.1
2008,Luis Scola,PF,27,HOU,6,220,14.4,0.51,0.015,0.522,12,16.7,14.3,6.8,1,0.4,12.7,20.4,,0.2,0.2,0.4,0.095,,-1.4,1.6,0.3,0.1
2008,Brian Skinner,C,31,PHO,4,21,14.3,0.532,0,2,0,16.9,8.4,0,0,9.8,0,16.6,,0,0,0.1,0.147,,-5.1,3.3,-1.8,0
2008,J.R. Smith,SG,22,DEN,4,108,22.8,0.681,0.512,0.558,0.9,6.1,3.4,11.3,1.8,0,8.5,22.5,,0.5,0,0.5,0.206,,4.8,-0.1,4.6,0.2
2008,Jason Smith,PF,21,PHI,6,82,12.8,0.506,0.056,0.222,5.9,17.5,11.5,6.6,0.7,4.8,9.2,12.4,,0.1,0.1,0.2,0.094,,-3.5,4.2,0.7,0.1
2008,Joe Smith,PF,32,CLE,13,263,12.6,0.514,0.014,0.297,9,18.8,13.8,4.5,1.1,2.3,6.7,16.2,,0.3,0.5,0.7,0.136,,-1.8,1.6,-0.3,0.1
2008,Josh Smith,PF,22,ATL,7,237,16.9,0.512,0.205,0.5,3.7,19.4,11.7,18.2,2.8,6.4,19.5,26.7,,-0.2,0.3,0.1,0.022,,-4,7.7,3.7,0.3
2008,Darius Songaila,C,29,WAS,5,77,9.5,0.566,0,0.789,6,13.7,9.9,9.2,0.7,0,19,19.6,,0.1,0,0.1,0.063,,-3.2,-0.3,-3.5,0
2008,Jerry Stackhouse,SG,33,DAL,5,102,4.1,0.386,0.316,0.132,4.1,13.8,8.7,10.9,0.5,0,14.8,21.4,,-0.2,-0.1,-0.3,-0.132,,-8.1,1.1,-6.9,-0.1
2008,DeShawn Stevenson,SG,26,WAS,6,196,12.9,0.545,0.6,0.3,1.2,6.6,3.9,16.6,1.7,0,11.7,18.8,,0.2,0.1,0.3,0.071,,1.5,-0.7,0.8,0.1
2008,Peja Stojakovic,SF,30,NOH,12,455,13.4,0.583,0.383,0.203,1.5,14.3,8,2,0.7,0.2,5.2,16.3,,0.7,0.3,1,0.108,,0.6,0.2,0.7,0.3
2008,Damon Stoudamire,PG,34,SAS,7,35,11.4,0.398,0.267,0.2,6.6,16.4,11.5,9.7,1.5,0,5.8,23.7,,0,0,0,-0.006,,-4,-0.7,-4.7,0
2008,Salim Stoudamire,PG,25,ATL,3,28,8.2,0.607,0.667,0.222,0,4.3,2.2,0,2,0,23.3,21.9,,0,0,0,-0.058,,-5.1,-0.9,-6,0
2008,Amar'e Stoudemire,C,25,PHO,5,204,18.9,0.517,0.04,0.303,8.5,17.4,12.9,1.9,1.8,4,11.1,28.6,,0,0.3,0.3,0.077,,-2.4,1.8,-0.6,0.1
2008,D.J. Strawberry,SG,22,PHO,1,5,-32.2,0,0.25,0,0,23.7,11.7,0,0,0,0,37,,-0.1,0,-0.1,-0.864,,-29.8,-8.6,-38.4,0
2008,Rodney Stuckey,PG,21,DET,17,380,14.5,0.491,0.06,0.5,3.6,7.1,5.3,25.8,2.7,0.4,14,21.2,,0.3,0.4,0.8,0.095,,-0.6,0.5,-0.1,0.2
2008,Wally Szczerbiak,SF,30,CLE,13,374,9.2,0.51,0.496,0.224,1.3,6.3,3.7,9.7,0.3,0.2,6.8,18.8,,0.3,0.3,0.7,0.085,,0.3,-1.6,-1.4,0.1
2008,Jason Terry,SG,30,DAL,5,180,16.3,0.593,0.533,0.25,0.6,4.6,2.5,25.9,0.6,0.4,7,18.4,,0.6,-0.1,0.4,0.113,,2,-0.8,1.2,0.1
2008,Billy Thomas,SF,32,CLE,3,8,26.8,0.75,1,0,0,15.5,7.6,23.9,7,0,0,11.9,,0,0,0.1,0.351,,8.3,4.2,12.4,0
2008,Kurt Thomas,PF,35,SAS,17,268,9.2,0.472,0,0.1,11.2,24.9,18.1,3.7,0.4,1.6,15.1,15.4,,-0.1,0.4,0.3,0.057,,-5.1,1.2,-3.9,-0.1
2008,Ronny Turiaf,C,25,LAL,19,187,5.3,0.437,0,0.472,3.9,12.5,8.4,3.9,0.6,7.3,17.1,12.9,,-0.2,0.2,0,-0.001,,-6.9,4.7,-2.3,0
2008,Hedo Turkoglu,SF,28,ORL,10,399,15.3,0.543,0.248,0.326,4.2,14.5,9.4,23.8,1.1,0.4,19.1,23.8,,0.4,0.3,0.7,0.082,,0.2,1.8,2,0.4
2008,Ime Udoka,PF,30,SAS,16,236,15.3,0.587,0.563,0.099,3.4,19.5,11.5,12.2,2.5,0.6,12.9,17.2,,0.3,0.4,0.7,0.134,,1.1,2.5,3.6,0.3
2008,Anderson Varejao,C,25,CLE,13,240,9,0.419,0,0.389,9.9,24.2,16.9,6.7,1.9,0.4,12.5,14.3,,-0.1,0.5,0.3,0.068,,-4.1,2.5,-1.6,0
2008,Jacque Vaughn,PG,32,SAS,14,91,-2.6,0.273,0.045,0,2.5,8.8,5.7,13.2,1.2,0,24.1,15.2,,-0.4,0.1,-0.3,-0.135,,-9.6,1,-8.6,-0.1
2008,Sasha Vujacic,SG,23,LAL,21,456,10.7,0.557,0.572,0.254,2.1,9.3,5.9,5.5,1.4,0.7,10.5,17.3,,0.3,0.3,0.6,0.066,,-0.3,0.2,-0.1,0.2
2008,Ben Wallace,PF,33,CLE,13,304,12.5,0.49,0,0.606,12.5,21.2,16.8,8.3,1.5,3.9,14.3,7.6,,0.3,0.6,0.9,0.143,,-1.3,5.7,4.4,0.5
2008,Rasheed Wallace,C,33,DET,17,585,14.4,0.511,0.369,0.192,4.1,19.6,11.7,8.6,1.8,4.6,11.6,20.9,,0.1,1,1.1,0.091,,-0.6,3.4,2.8,0.7
2008,Luke Walton,SF,27,LAL,21,353,13.2,0.554,0.268,0.371,4.5,13.3,9.1,18.2,1.6,0.9,15.1,17.3,,0.4,0.3,0.7,0.099,,-0.4,1.7,1.2,0.3
2008,Bonzi Wells,SG,31,NOH,12,170,5.2,0.369,0.035,0.105,2.7,17.5,10.2,7.2,1.3,1.6,9.1,18.8,,-0.4,0.2,-0.2,-0.059,,-7.1,1.9,-5.2,-0.1
2008,David West,PF,27,NOH,12,485,21.6,0.522,0.009,0.251,4.9,18.4,11.8,12.2,1.5,4.2,7.9,26.5,,0.7,0.7,1.4,0.135,,0,3.9,3.8,0.7
2008,Delonte West,PG,24,CLE,13,453,11.5,0.551,0.382,0.373,2.1,9.6,5.8,21.7,1.8,1.1,20,16.8,,0.2,0.7,0.9,0.097,,0.2,1.7,1.9,0.4
2008,Mario West,SG,23,ATL,6,6,7.3,0.291,0,0.333,21.1,20.1,20.6,0,0,0,0,27.3,,0,0,0,-0.177,,-12.2,-7.4,-19.6,0
2008,Deron Williams,PG,23,UTA,12,513,21.6,0.611,0.306,0.361,3.5,6.3,4.8,40.6,0.7,0.6,14.9,22,,1.9,0,1.9,0.182,,5.8,-1,4.8,0.9
2008,Lou Williams,PG,21,PHI,6,135,16.7,0.492,0.15,0.5,2.7,8.7,5.6,18.9,2.5,0,8.7,27.8,,0.2,0.1,0.3,0.096,,0.6,0.2,0.9,0.1
2008,Marvin Williams,SF,21,ATL,7,199,11.5,0.542,0,0.621,7,10.3,8.7,5.1,0.6,1.1,15,20.7,,0.2,-0.1,0.1,0.025,,-4.8,1.5,-3.3,-0.1
2008,Loren Woods,C,29,HOU,1,1,140.3,1,0,0,100,0,56.1,0,0,0,0,47.5,,0,0,0,2.002,,52.7,-19.6,33,0
2008,Antoine Wright,SG,23,DAL,1,7,-14.2,,,,0,16.8,8,0,0,0,100,13.2,,-0.1,0,-0.1,-0.48,,-22.6,3.5,-19.1,0
2008,Julian Wright,SF,20,NOH,11,131,15.5,0.504,0.205,0.136,5.2,10.1,7.7,6.1,4.2,0.7,9.7,19.2,,0,0.2,0.2,0.085,,-1,2.9,1.9,0.1
2008,Nick Young,SG,22,WAS,4,17,1.3,0.232,0.222,0.444,6.8,6.9,6.9,9.7,6.4,0,8.5,33.1,,-0.1,0,-0.1,-0.299,,-10.7,0.9,-9.8,0
2008,Thaddeus Young,PF,19,PHI,6,160,17.5,0.543,0.1,0.28,11.3,9.8,10.6,5,2.4,0,6.6,17.6,,0.3,0.1,0.5,0.144,,1.4,1.6,2.9,0.2
2009,Arron Afflalo,SG,23,DET,4,66,8.4,0.539,0.476,0.238,1.9,4.1,3,3,0,2.8,11.5,20.1,,0,0,0,-0.016,,-3.2,1.6,-1.6,0
2009,LaMarcus Aldridge,PF,23,POR,6,237,18.6,0.519,0.038,0.192,4.4,20.9,11.9,7,0.7,3.6,8.1,26.3,,0.2,0.2,0.3,0.069,,-2.5,0.9,-1.6,0
2009,Ray Allen*,SG,33,BOS,14,565,14.2,0.553,0.485,0.282,2.7,9,5.8,11,1.4,0.7,9.7,21,,0.7,0.5,1.2,0.104,,1.8,-0.3,1.5,0.5
2009,Tony Allen,SG,27,BOS,10,60,7.9,0.533,0,0.125,1.9,16.2,8.9,7.4,1.8,0,10.6,7.3,,0,0.1,0.1,0.077,,-4.2,1.7,-2.5,0
2009,Rafer Alston,PG,32,ORL,23,740,11.8,0.471,0.405,0.158,0.5,8.9,4.8,22.4,2.4,0.4,11.8,22.1,,-0.2,0.9,0.7,0.043,,-0.5,1.1,0.6,0.5
2009,Chris Andersen,C,30,DEN,15,328,18.4,0.661,0.019,0.815,10.5,24.4,17.4,4.1,0.8,8.4,9.8,11.3,,0.9,0.5,1.4,0.203,,0.2,4.9,5.1,0.6
2009,Carmelo Anthony,SF,24,DEN,16,612,24.3,0.564,0.205,0.447,5,13.3,9.1,19.8,2.4,1.4,8.8,31.5,,1.9,0.6,2.6,0.201,,4.4,0.6,5,1.1
2009,Joel Anthony,C,26,MIA,6,88,13.6,0.85,0,0.4,14,13.4,13.6,3.7,0,6.9,14.5,4,,0.2,0.1,0.3,0.181,,0.9,3.7,4.6,0.1
2009,Trevor Ariza,SF,23,LAL,23,722,14.7,0.61,0.454,0.346,3.6,12,7.8,11.6,2.6,1.2,15.1,15.9,,1,1.1,2.2,0.143,,3.1,1.9,5,1.3
2009,Hilton Armstrong,C,24,NOH,4,53,2.3,0.431,0,0.769,6.6,12,9.2,4,4,1.6,25.6,21,,-0.2,0,-0.2,-0.17,,-11.9,4.2,-7.7,-0.1
2009,Renaldo Balkman,PF,24,DEN,8,20,16,0.333,0.167,0,11.9,12.1,12,7.4,10.4,0,0,13.7,,0,0.1,0.1,0.139,,0.3,7.5,7.9,0.1
2009,J.J. Barea,SG,24,DAL,10,221,13.5,0.495,0.225,0.183,1.7,9.1,5.6,25.6,0.7,0,7.3,17.8,,0.3,0,0.3,0.062,,-1.2,-1.4,-2.6,0
2009,Brent Barry,SG,37,HOU,4,35,12,0.65,0.8,0,0,13.1,6.8,15.2,3.1,0,28.6,19.2,,0,0.1,0,0.049,,-0.5,2,1.5,0
2009,Brandon Bass,C,23,DAL,10,192,22.8,0.638,0,0.517,8.7,17.2,13.1,6.4,1.9,1.7,5.2,19.2,,0.8,0.1,0.9,0.22,,1.3,1,2.3,0.2
2009,Tony Battie,PF,32,ORL,21,128,10.5,0.477,0,0.111,6.9,12.7,9.8,2.9,0,1.9,4.1,18.6,,0,0.1,0.1,0.051,,-4.4,-1.1,-5.4,-0.1
2009,Shane Battier,SG,30,HOU,13,496,11.1,0.576,0.667,0.284,5.2,9.9,7.6,9.7,1.6,1.4,14.1,10.3,,0.6,0.5,1.1,0.11,,1.4,4.1,5.6,1
2009,Nicolas Batum,SF,20,POR,6,63,6.1,0.667,0.444,0,1.8,4.4,3,2.6,0.9,2.7,25,9.7,,0,0,0,0.018,,-3,1.6,-1.4,0
2009,Jerryd Bayless,PG,20,POR,2,11,9.5,0.41,0.167,0.5,0,12.5,5.7,0,0,7.8,12,38.4,,-0.1,0,0,-0.193,,-13.1,-4.2,-17.3,0
2009,Michael Beasley,PF,20,MIA,7,178,14.9,0.445,0.148,0.193,7.7,27.1,18.1,8.5,0.7,3.4,10.3,30.9,,-0.2,0.3,0.1,0.021,,-5.8,-0.6,-6.4,-0.2
2009,Mike Bibby,PG,30,ATL,11,390,15.2,0.627,0.453,0.208,1.8,11,6,23.5,1.5,0.5,17.2,17.9,,0.7,0.2,0.8,0.103,,1.5,0.5,2,0.4
2009,Chauncey Billups,PG,32,DEN,16,619,22.9,0.664,0.477,0.594,1,11,5.9,27.9,1.7,0.6,11.1,20.6,,2.8,0.4,3.2,0.249,,7.2,-0.5,6.7,1.4
2009,Steve Blake,PG,28,POR,6,231,15,0.614,0.533,0.156,2,11.9,6.5,26.7,1.2,0,15.8,12.6,,0.5,0.1,0.5,0.114,,1.8,0.2,2.1,0.2
2009,Matt Bonner,PF,28,SAS,5,100,3.3,0.314,0.565,0.087,7,12.8,9.7,0,1.7,1.8,7.7,12.9,,-0.2,0.1,-0.1,-0.063,,-7.3,-0.2,-7.5,-0.1
2009,Carlos Boozer,PF,27,UTA,5,186,20.4,0.589,0,0.486,7.1,34.8,20.4,11.3,2.2,0.9,14.6,24.3,,0.3,0.2,0.4,0.114,,-2.4,3.6,1.2,0.2
2009,Bruce Bowen,SF,37,SAS,5,130,7.4,0.756,0.692,0.154,0,14.7,7,3.4,1.3,0,17.8,6.4,,0.1,0,0.2,0.059,,-2.6,1.8,-0.8,0
2009,Ryan Bowen,SF,33,NOH,1,2,-31,0,0,0,0,0,0,0,0,0,0,23.8,,0,0,0,-0.638,,-25.7,-3.8,-29.4,0
2009,Ronnie Brewer,SF,23,UTA,5,158,9.3,0.455,0.041,0.327,4.9,12.2,8.4,13.7,2.3,0.5,16.4,18.7,,-0.1,0,-0.1,-0.035,,-5.9,2.9,-2.9,0
2009,Aaron Brooks,PG,24,HOU,13,444,15.5,0.573,0.376,0.271,1.1,7.8,4.5,18.5,0.6,0.5,13.2,23.7,,0.6,0.3,0.9,0.1,,2,-0.2,1.8,0.4
2009,Devin Brown,SG,30,NOH,3,33,2.3,0.45,0.5,0.25,7.1,11.5,9.2,0,0,0,25.3,17.1,,-0.1,0,-0.1,-0.168,,-11.4,-2.5,-14,-0.1
2009,Kwame Brown,C,26,DET,3,48,6.8,0.461,0,0.5,15.8,25.4,20.4,0,0,5.7,23.5,13.5,,0,0,0,0.007,,-9.5,2.7,-6.8,-0.1
2009,Shannon Brown,SG,23,LAL,21,276,12.2,0.55,0.301,0.289,3.4,7.1,5.3,7.3,1.9,0.6,9.7,17.2,,0.3,0.3,0.7,0.114,,0.4,-0.8,-0.4,0.1
2009,Kobe Bryant,SG,30,LAL,23,940,26.8,0.564,0.2,0.372,2.4,12.8,7.6,26,2.1,1.9,8.7,32.9,,3.3,1.4,4.7,0.238,,6.8,0.6,7.5,2.2
2009,Rasual Butler,SF,29,NOH,5,158,10.4,0.647,0.514,0.243,2.2,9.6,5.8,1.3,0.3,2.2,12.8,14.1,,0.2,-0.1,0,0.014,,-4.4,1.2,-3.2,0
2009,Andrew Bynum,C,21,LAL,23,400,11.8,0.493,0,0.339,9.7,15.3,12.6,4,1.1,4.4,11.5,18.9,,0.1,0.6,0.8,0.092,,-2.5,1.1,-1.5,0.1
2009,Will Bynum,PG,26,DET,4,78,19.9,0.541,0.103,0.256,1.6,8.7,5,30.1,3.7,0,15.6,33.4,,0,0.1,0.1,0.035,,1.2,3.4,4.6,0.1
2009,Matt Carroll,SG,28,DAL,4,14,0.2,0.5,0,0,0,16.8,8.8,0,0,0,33.3,10.2,,0,0,0,-0.107,,-10.1,-1.8,-11.9,0
2009,Anthony Carter,PG,33,DEN,16,228,10.6,0.433,0.245,0.082,5.7,11.2,8.4,21.7,3.4,0.4,17.8,12.4,,0.1,0.3,0.3,0.068,,-1,2.3,1.3,0.2
2009,Mario Chalmers,PG,22,MIA,7,231,11.8,0.48,0.42,0.14,3.5,6.6,5.2,23.7,5,0.4,24.3,15.7,,-0.1,0.4,0.3,0.063,,-0.5,2.8,2.2,0.2
2009,Tyson Chandler,C,26,NOH,4,94,3.7,0.512,0,0.5,10,17.6,13.6,4.1,1.1,0.9,35.3,11.5,,-0.1,0,-0.2,-0.09,,-9.5,3.4,-6.2,-0.1
2009,Speedy Claxton,PG,30,ATL,1,3,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.022,,-8,1.9,-6.1,0
2009,Jarron Collins,C,30,UTA,3,35,9.3,0.469,0,1.6,12.6,20.6,16.4,4.1,1.5,0,0,10.7,,0.1,0,0.1,0.108,,-4.2,1.7,-2.5,0
2009,Brian Cook,PF,28,HOU,6,32,7.3,0.333,0.6,0,11.5,32.3,22.2,16.1,3.4,2.4,21.1,28.5,,-0.2,0.1,-0.1,-0.123,,-5.8,4.7,-1.1,0
2009,Daequan Cook,SF,21,MIA,7,161,3.2,0.431,0.714,0.048,2.5,10.2,6.7,4.4,0.7,0,12.3,15.7,,-0.2,0.1,-0.1,-0.016,,-3,-1.6,-4.6,-0.1
2009,Samuel Dalembert,C,27,PHI,6,133,15.2,0.654,0,0.16,9.6,34.4,22.2,3.8,0.8,6,18.3,12,,0.2,0.2,0.4,0.144,,-3.7,5.8,2.1,0.1
2009,Erick Dampier,C,33,DAL,10,255,9.8,0.63,0,0.583,12.6,16.6,14.7,4.2,0.8,2.9,29.6,11.9,,0.1,0.1,0.2,0.045,,-2.7,2.7,0,0.1
2009,Antonio Daniels,PG,33,NOH,5,64,6.5,0.392,0.308,0.846,1.8,4,2.9,25.7,1.7,1.3,21.9,17,,-0.1,0,-0.2,-0.122,,-9.4,0.3,-9.1,-0.1
2009,Glen Davis,C,23,BOS,14,510,15.2,0.538,0,0.394,7.5,11,9.2,8.6,1.9,1.3,8.9,20.4,,0.7,0.6,1.2,0.117,,-0.3,1.3,1,0.4
2009,Yakhouba Diawara,SF,26,MIA,5,21,2.8,0.258,0.333,0.667,0,28,15,0,2.8,0,0,9.5,,0,0,0,-0.011,,-9,-0.9,-10,0
2009,Tim Duncan,C,32,SAS,5,164,27.3,0.554,0,0.364,8.5,21.8,14.8,20.4,1,3.3,7.3,29.2,,0.5,0.1,0.6,0.171,,2.1,2.6,4.7,0.3
2009,Maurice Evans,SF,30,ATL,11,265,8.5,0.503,0.431,0.092,3.5,4.2,3.8,7.2,1.3,1.1,5.6,13.5,,0.2,0,0.2,0.037,,-2,0.6,-1.3,0
2009,Reggie Evans,PF,28,PHI,5,36,5.5,0.325,0,0.444,7.1,27.5,17.5,0,4.5,0,15.7,17.2,,-0.1,0.1,0,-0.06,,-11.5,1.2,-10.4,-0.1
2009,Jordan Farmar,PG,22,LAL,20,260,12,0.493,0.448,0.218,2.3,10.2,6.3,19.8,1.8,1,15.9,20,,0,0.3,0.3,0.062,,-0.3,-0.7,-1,0.1
2009,Rudy Fernandez,SG,23,POR,6,162,11.4,0.591,0.543,0.2,1.4,12.8,6.6,6.2,2.8,1.6,19.1,14.8,,0,0.1,0.2,0.055,,-1.2,2.8,1.6,0.1
2009,Michael Finley,SF,35,SAS,5,143,9.7,0.559,0.441,0.118,2.4,10.7,6.4,5.6,0.4,0.6,10.1,13.8,,0.1,0,0.1,0.035,,-2.4,0.1,-2.2,0
2009,Derek Fisher,PG,34,LAL,22,635,8.5,0.5,0.419,0.225,1.3,6.9,4.1,11.5,1.7,0.1,12,14.4,,0.2,0.7,0.9,0.068,,0,-0.2,-0.2,0.3
2009,Adonal Foyle,C,33,ORL,2,4,-26.3,0,0,0,0,31.2,15.7,0,0,0,50,24.2,,-0.1,0,-0.1,-0.615,,-28.6,-2.4,-31,0
2009,Channing Frye,PF,25,POR,4,36,5.4,0.392,0,0.214,3.2,7.7,5.2,5,0,0,0,21.6,,0,0,0,-0.052,,-6.3,-3.3,-9.6,-0.1
2009,Thomas Gardner,SG,23,ATL,3,19,23.2,0.521,0.462,0.077,0,14.6,6.7,28.9,3.1,0,0,35.3,,0.1,0,0.1,0.181,,8.2,-1.4,6.8,0
2009,Pau Gasol,C,28,LAL,23,931,21.9,0.622,0,0.507,8.6,22.5,15.6,10.4,1.1,4.1,11.5,18.8,,2.6,1.6,4.3,0.221,,3.1,3.4,6.5,2
2009,Daniel Gibson,PG,22,CLE,14,172,5.5,0.524,0.7,0.275,0.8,4.4,2.6,5.4,0.3,1.5,13.5,14.6,,0,0.2,0.2,0.054,,-1.4,-2,-3.4,-0.1
2009,Drew Gooden,PF,27,SAS,4,71,7.7,0.402,0.061,0.212,8.2,18,12.8,2.5,0.8,1.3,7.7,27.3,,-0.1,0,-0.1,-0.078,,-9,-2.6,-11.6,-0.2
2009,Ben Gordon,SG,25,CHI,7,304,15.8,0.536,0.343,0.418,1.2,6.2,3.8,12.5,0.5,0.2,4.8,25,,0.7,0,0.7,0.105,,1.5,-2.5,-1,0.1
2009,Marcin Gortat,PF,24,ORL,24,271,15.6,0.661,0,0.308,8.4,26.7,17.6,1.9,1.8,4.4,15.7,12.5,,0.4,0.5,0.9,0.165,,-2.5,3.5,1.1,0.2
2009,Aaron Gray,C,24,CHI,2,9,-13.8,0,0,0,0,12.3,6.5,0,0,0,33.3,15.2,,-0.1,0,-0.1,-0.403,,-19.2,-1.7,-20.9,0
2009,Gerald Green,SG,23,DAL,6,26,-2,0.349,0.357,0.286,0,9.1,4.7,0,2.1,0,11.3,32.4,,-0.1,0,-0.1,-0.267,,-13.3,-5.9,-19.3,-0.1
2009,Willie Green,SG,27,PHI,6,148,5,0.449,0.216,0.059,0,5,2.5,8.3,0,0.6,8.7,18.8,,-0.2,0,-0.2,-0.054,,-5.4,-0.5,-6,-0.1
2009,Richard Hamilton,SG,30,DET,4,154,9.1,0.418,0.169,0.169,1.6,7.9,4.7,25,1.9,0.6,13.6,24.2,,-0.3,0.1,-0.3,-0.084,,-4.5,3.2,-1.3,0
2009,Matt Harpring,SG,32,UTA,5,49,14.6,0.524,0.045,0.091,6.8,14.7,10.6,16.2,2.1,1.6,8,22.4,,0.1,0,0.1,0.071,,-2,2.2,0.2,0
2009,Jason Hart,PG,30,DEN,9,19,14.1,0.5,0,0,0,19.2,9.5,36.4,5.5,4.5,33.3,7.2,,0,0,0.1,0.164,,-2.2,5.9,3.7,0
2009,Udonis Haslem,PF,28,MIA,7,204,15,0.585,0,0.217,8.7,27.6,18.9,2.8,0.9,1.3,10.6,14.3,,0.3,0.3,0.7,0.154,,-2,0.2,-1.8,0
2009,Chuck Hayes,C,25,HOU,13,173,10.9,0.476,0.095,0,9.2,17.2,13.4,8.9,4.1,0.9,16,6.9,,0.1,0.3,0.5,0.127,,-1.1,6.9,5.7,0.3
2009,Walter Herrmann,SF,29,DET,4,22,14,0.5,0.5,0,5.7,0,3,17.5,2.6,0,0,18.4,,0,0,0,0.088,,2,1.6,3.6,0
2009,Nene Hilario,C,26,DEN,16,525,15.4,0.587,0,0.556,8.4,19.2,13.7,12.4,2,1.6,16.5,16.3,,0.8,0.6,1.4,0.132,,0.6,3,3.6,0.8
2009,George Hill,PG,22,SAS,4,76,9.8,0.478,0.381,0.333,4.6,8.4,6.4,4.1,1.5,1.2,7.7,17,,0,0,0,0.021,,-3.4,0.2,-3.2,0
2009,Kirk Hinrich,SG,28,CHI,7,210,17.1,0.603,0.484,0.403,1.2,8.9,5.3,16.2,3,1.1,9.9,17.6,,0.4,0.2,0.6,0.141,,2.5,1.6,4.1,0.3
2009,Ryan Hollins,C,24,DAL,9,84,10.9,0.598,0,0.714,13.8,21.1,17.6,1.8,0.6,3.9,17.9,12.6,,0.1,0,0.2,0.096,,-3.4,1.1,-2.4,0
2009,Al Horford,C,22,ATL,9,252,12.5,0.463,0.017,0.305,5.6,22,13.1,13.5,1.4,2.3,5.6,14,,0.2,0.2,0.4,0.078,,-3.5,3.7,0.1,0.1
2009,Eddie House,PG,30,BOS,14,232,17.1,0.66,0.481,0.143,1,9.4,5.1,9.9,2.5,0,6.8,17.5,,0.6,0.3,0.8,0.175,,3.1,-0.5,2.6,0.3
2009,Dwight Howard,C,23,ORL,23,903,25.5,0.634,0.007,0.851,13.8,35.1,24.5,9,1.2,5.3,15.4,23.3,,2.6,1.9,4.5,0.241,,1.9,5.2,7.1,2.1
2009,Josh Howard,SF,28,DAL,10,295,16,0.528,0.25,0.383,4.4,16.4,10.6,8,1.6,1.1,12.3,27.4,,0.1,0.1,0.2,0.039,,-2.8,-0.4,-3.2,-0.1
2009,Lindsey Hunter,PG,38,CHI,6,24,20.1,0.63,1,1.333,0,23,12.2,30.5,4.3,0,0,9,,0.1,0,0.1,0.261,,3.5,3.2,6.8,0
2009,Othello Hunter,PF,22,ATL,4,14,30.3,0.667,0,0,25,29.7,27.2,0,4.2,6.8,0,10.7,,0.1,0,0.1,0.304,,-0.3,2.1,1.8,0
2009,Andre Iguodala,SF,25,PHI,6,269,18,0.546,0.286,0.469,2.9,14.7,8.9,27.3,2.2,0,16.9,25.7,,0.2,0.2,0.4,0.077,,1.5,2.9,4.4,0.4
2009,Zydrunas Ilgauskas,C,33,CLE,14,407,14.5,0.482,0.094,0.239,8.8,25.3,17.3,7.4,0.7,2.8,5.6,19.2,,0.4,0.7,1.1,0.131,,-1.4,0.9,-0.5,0.2
2009,Didier Ilunga-Mbenga,C,28,LAL,7,16,-6.6,0.167,0,0,0,21.7,10.9,0,0,10.5,25,22.9,,-0.1,0,-0.1,-0.342,,-20.4,0.9,-19.4,-0.1
2009,Royal Ivey,SG,27,PHI,6,45,7.1,0.431,0.636,0.364,2.8,8.2,5.6,0,3.6,0,0,13.8,,0,0,0,0.045,,-3.2,1,-2.2,0
2009,Darnell Jackson,PF,23,CLE,5,25,-7,0.17,0,0.4,0,25.1,12.9,5.9,0,0,14.5,13.3,,-0.1,0,-0.1,-0.153,,-11.8,-0.6,-12.5,-0.1
2009,LeBron James,SF,24,CLE,14,580,37.4,0.618,0.26,0.638,4.3,23.6,14.2,39.5,2.2,1.8,8.7,36.4,,3.7,1.1,4.8,0.399,,14.8,3.4,18.2,2.9
2009,Amir Johnson,PF,21,DET,3,13,12.4,1,0,0,9.7,20.8,15.1,0,0,7,0,3.9,,0,0,0,0.168,,-4,4.6,0.6,0
2009,Anthony Johnson,PG,34,ORL,19,280,10,0.441,0.353,0.212,3.2,8.5,5.8,23.4,2.1,0,11.4,18.1,,0,0.3,0.3,0.047,,-1.3,0.5,-0.8,0.1
